City,Year,Brand,Car Name,Car model,Car Price,KM,Owner,Car Type,Car link
Mumbai,2017,Maruti,Wagon R 1.0,Manual,"₹3,93,999","11,435 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-mumbai-1067708148/
Mumbai,2014,Maruti,Swift  ,Manual,"₹4,11,099","58,873 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2014-cars-mumbai-1039894369/
Mumbai,2019,Renault,Kwid  ,Automatic,"₹4,60,099","7,765 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2019-cars-mumbai-1063536409/
Mumbai,2014,Hyundai,Grand i10 ,Manual,"₹4,17,699","26,735 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-1037754160/
Mumbai,2014,Toyota,Corolla Altis ,Manual,"₹6,93,699","55,578 km",1st Owner,Petrol,https://www.cars24.com/buy-used-toyota-corolla-altis-2014-cars-mumbai-1032051368/
Mumbai,2014,Hyundai,Grand i10 ,Manual,"₹4,33,899","26,983 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-1032434969/
Mumbai,2017,Hyundai,Elite i20 ,Manual,"₹5,40,499","22,549 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1030615404/
Mumbai,2017,Volkswagen,Polo  ,Automatic,"₹6,72,499","40,279 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-mumbai-1039249963/
Mumbai,2018,Maruti,Celerio  ,Manual,"₹4,77,099","18,389 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-mumbai-1037180564/
Mumbai,2017,Maruti,Celerio  ,Manual,"₹4,52,099","36,763 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-mumbai-1035263969/
Mumbai,2018,Maruti,Celerio  ,Manual,"₹5,30,299","6,305 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-mumbai-1030801366/
Mumbai,2019,KIA,SELTOS  ,Manual,"₹15,67,899","14,370 km",1st Owner,Petrol,https://www.cars24.com/buy-used-kia-seltos-2019-cars-mumbai-1030717805/
Mumbai,2016,Volkswagen,Ameo  ,Manual,"₹4,50,699","38,046 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-mumbai-10348698776/
Mumbai,2018,Honda,City  ,Manual,"₹7,63,299","15,132 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2018-cars-mumbai-1030720108/
Mumbai,2018,Tata,Tiago  ,Automatic,"₹5,34,199","48,987 km",1st Owner,Petrol,https://www.cars24.com/buy-used-tata-tiago-2018-cars-mumbai-10311296773/
Mumbai,2016,Honda,Jazz  ,Manual,"₹5,08,899","53,879 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2016-cars-mumbai-1037272266/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,35,999","25,082 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1037031369/
Mumbai,2020,Maruti,Ciaz  ,Manual,"₹9,03,199","14,444 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-mumbai-1034576865/
Mumbai,2016,Volkswagen,Vento  ,Automatic,"₹6,19,099","76,689 km",1st Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-mumbai-1038512469/
Mumbai,2016,Hyundai,Grand i10 ,Manual,"₹4,49,899","26,979 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mumbai-1038162905/
Mumbai,2013,Hyundai,Grand i10 ,Manual,"₹3,92,999","29,411 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-mumbai-1039988165/
Mumbai,2017,Hyundai,Elite i20 ,Manual,"₹5,98,599","6,954 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1032129468/
Mumbai,2019,Maruti,Vitara Brezza ,Manual,"₹8,38,699","30,236 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-1030848863/
Mumbai,2019,Hyundai,VENUE  ,Manual,"₹9,75,099","73,561 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-1035420965/
Mumbai,2016,Maruti,Wagon R 1.0,Manual,"₹4,33,799","20,771 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10347196771/
Mumbai,2019,Tata,Harrier  ,Manual,"₹14,50,099","55,447 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-tata-harrier-2019-cars-mumbai-1036496962/
Mumbai,2017,Hyundai,Elite i20 ,Manual,"₹5,59,399","10,022 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1039072305/
Mumbai,2017,Ford,Ecosport  ,Manual,"₹6,17,899","21,407 km",1st Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-1031385169/
Mumbai,2020,Maruti,S PRESSO ,Manual,"₹5,62,599","29,918 km",1st Owner,Petrol + CNG,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-10307792716/
Mumbai,2018,Ford,Ecosport  ,Manual,"₹7,65,799","28,127 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-1035166864/
Mumbai,2018,Hyundai,Creta  ,Automatic,"₹13,53,899","21,203 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-1037514767/
Mumbai,2019,Honda,Amaze  ,Automatic,"₹8,06,399","6,341 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-amaze-2019-cars-mumbai-1034542168/
Mumbai,2018,Honda,Jazz  ,Manual,"₹6,90,699","26,796 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2018-cars-mumbai-1033086065/
Mumbai,2017,Toyota,Etios  ,Manual,"₹5,91,399","73,896 km",1st Owner,Petrol,https://www.cars24.com/buy-used-toyota-etios-2017-cars-mumbai-1031810560/
Mumbai,2015,Hyundai,Elite i20 ,Manual,"₹5,95,699","79,569 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-1030120063/
Mumbai,2019,MG,HECTOR  ,Manual,"₹17,17,699","12,937 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-1033508660/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,67,599","9,363 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1033816800/
Mumbai,2019,Hyundai,Elite i20 ,Manual,"₹7,58,999","34,853 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-mumbai-1036410767/
Mumbai,2019,Maruti,Vitara Brezza ,Manual,"₹9,04,599","27,166 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-1034043760/
Mumbai,2014,Toyota,Corolla Altis ,Manual,"₹6,64,499","22,434 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-toyota-corolla-altis-2014-cars-mumbai-1036508308/
Mumbai,2020,Maruti,Dzire  ,Automatic,"₹7,73,899","17,083 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-mumbai-1039900666/
Mumbai,2015,Hyundai,Creta  ,Manual,"₹8,51,999","60,227 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-mumbai-1036492762/
Mumbai,2019,Maruti,Alto K10 ,Manual,"₹3,90,299","9,370 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-mumbai-1037776444/
Mumbai,2019,Hyundai,Elite i20 ,Manual,"₹7,61,099",422 km,1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-mumbai-1039361767/
Mumbai,2017,Ford,Ecosport  ,Manual,"₹7,31,699","20,082 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-1037942966/
Mumbai,2016,Hyundai,Elite i20 ,Manual,"₹5,70,399","67,248 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-mumbai-1037980467/
Mumbai,2017,Maruti,Dzire  ,Manual,"₹6,99,499","38,393 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1033406569/
Mumbai,2017,Maruti,Dzire  ,Automatic,"₹6,58,399","67,154 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1036910303/
Mumbai,2019,Hyundai,Elite i20 ,Automatic,"₹8,85,199","16,358 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-mumbai-1038823364/
Mumbai,2015,Hyundai,Elite i20 ,Manual,"₹4,99,099","63,961 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-1039461064/
Mumbai,2017,Maruti,Baleno  ,Manual,"₹5,81,499","28,197 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1037718869/
Mumbai,2020,Hyundai,VENUE  ,Manual,"₹10,11,099","18,221 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-mumbai-1067808509/
Mumbai,2021,Maruti,S PRESSO ,Manual,"₹4,48,499","3,654 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-mumbai-1033035866/
Mumbai,2020,Hyundai,NEW SANTRO ,Automatic,"₹6,42,618","12,875 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-mumbai-10386992771/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹6,24,099","45,380 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1032492303/
Mumbai,2019,Honda,Amaze  ,Automatic,"₹7,77,699","24,978 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-honda-amaze-2019-cars-mumbai-1030167400/
Mumbai,2020,Maruti,Dzire  ,Manual,"₹7,53,099","8,384 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-mumbai-1038424361/
Mumbai,2018,Maruti,Dzire  ,Manual,"₹6,50,599","71,772 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1032113261/
Mumbai,2019,Maruti,Vitara Brezza ,Manual,"₹8,62,699","57,702 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-1030566443/
Mumbai,2018,Maruti,Dzire  ,Manual,"₹6,80,199","41,034 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1036778567/
Mumbai,2018,Maruti,Baleno  ,Manual,"₹6,00,599","26,382 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1033350100/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,28,899","83,600 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1038982701/
Mumbai,2018,Maruti,Ciaz  ,Manual,"₹7,35,099","44,452 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-1037444863/
Mumbai,2017,Maruti,Baleno  ,Manual,"₹5,61,999","69,421 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1030073006/
Mumbai,2017,Maruti,Dzire  ,Automatic,"₹6,04,799","57,977 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1037057560/
Mumbai,2017,Hyundai,Elite i20 ,Manual,"₹6,82,099","19,673 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1036690662/
Mumbai,2017,Jeep,Compass  ,Manual,"₹13,93,539","24,588 km",1st Owner,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1032894663/
Mumbai,2019,MG,HECTOR  ,Automatic,"₹18,17,799","18,570 km",1st Owner,Petrol,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10336696771/
Mumbai,2016,Maruti,Baleno  ,Manual,"₹5,40,999","40,361 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1030460903/
