City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type,Car link
New_Delhi,2017,Maruti,Swift  ,Manual,429299,"70,490",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2017-cars-rohtak-11092895778/
New_Delhi,2013,Honda,Amaze  ,Manual,292599,"73,241",1,Diesel,https://www.cars24.com/buy-used-honda-amaze-2013-cars-rohtak-1003678909/
New_Delhi,2017,Hyundai,Grand i10 ,Manual,491399,"38,202",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-panipat-1018734365/
New_Delhi,2018,Hyundai,Grand i10 ,Manual,474799,"30,741",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-panipat-1102770964/
New_Delhi,2016,Skoda,Octavia  ,Automatic,1148099,"95,282",1,Diesel,https://www.cars24.com/buy-used-skoda-octavia-2016-cars-panipat-1014334160/
New_Delhi,2015,Hyundai,Elite i20 ,Manual,524099,"63,245",1,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-panipat-1000165268/
New_Delhi,2012,Maruti,Swift  ,Manual,304299,109227,1,Diesel,https://www.cars24.com/buy-used-maruti-swift-2012-cars-panipat-1013473743/
New_Delhi,2016,Maruti,S Cross ,Manual,599699,"73,865",1,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-panipat-1008950368/
New_Delhi,2011,Maruti,Alto K10 ,Manual,221199,"23,277",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2011-cars-panipat-1001524462/
New_Delhi,2020,Renault,Kwid  ,Manual,348299,"19,767",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2020-cars-panipat-1003513962/
New_Delhi,2016,Maruti,Baleno  ,Manual,492399,"87,555",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-panipat-1010932661/
New_Delhi,2014,Toyota,Innova  ,Manual,671999,119551,2,Diesel,https://www.cars24.com/buy-used-toyota-innova-2014-cars-panipat-1127241138/
New_Delhi,2019,Maruti,Baleno  ,Manual,672299,"22,380",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-gurgaon-1011939779/
New_Delhi,2016,Maruti,Baleno  ,Manual,555799,"42,263",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-gurgaon-1019026867/
New_Delhi,2018,Maruti,Alto K10 ,Manual,363699,"18,150",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-gurgaon-1010075760/
New_Delhi,2016,Maruti,Baleno  ,Manual,507499,"72,644",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-gurgaon-1013645261/
New_Delhi,2017,Maruti,Ciaz  ,Manual,607199,"67,255",2,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-gurgaon-1013834062/
New_Delhi,2018,Maruti,Alto K10 ,Manual,382899,"23,103",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-gurgaon-1010696469/
New_Delhi,2017,Maruti,Vitara Brezza ,Manual,708399,"59,082",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-gurgaon-1002964565/
New_Delhi,2018,Ford,Ecosport  ,Manual,760799,"79,063",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-gurgaon-1015084266/
New_Delhi,2013,Ford,Ecosport  ,Manual,442699,"76,136",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-gurgaon-1001779503/
New_Delhi,2013,Ford,Ecosport  ,Manual,424699,"81,167",2,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-gurgaon-1009982149/
New_Delhi,2014,Maruti,Swift  ,Manual,389899,"64,127",2,Diesel,https://www.cars24.com/buy-used-maruti-swift-2014-cars-gurgaon-1016871760/
New_Delhi,2017,Maruti,Vitara Brezza ,Manual,757399,"22,037",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-gurgaon-1001712068/
New_Delhi,2016,Maruti,Vitara Brezza ,Manual,613399,102161,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-gurgaon-1018362121/
New_Delhi,2016,Maruti,Vitara Brezza ,Manual,685599,"90,318",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-gurgaon-1481579246/
New_Delhi,2016,Hyundai,Elite i20 ,Manual,580899,"61,115",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-gurgaon-1012376564/
New_Delhi,2017,Maruti,Baleno  ,Manual,536499,"64,101",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-gurgaon-1013944669/
Ahmedabad,2020,Maruti,Ertiga  ,Manual,1039099,"21,596",2,Petrol,https://www.cars24.com/buy-used-maruti-ertiga-2020-cars-ahmedabad-1143314365/
Ahmedabad,2020,Maruti,New Wagon-R ,Manual,580599,"3,586",1,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2020-cars-vadodara-1363266367/
Ahmedabad,2020,Maruti,Swift  ,Manual,589699,"36,866",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2020-cars-ahmedabad-11482096770/
Ahmedabad,2014,Maruti,Wagon R 1.0,Manual,324199,"17,625",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-ahmedabad-1354551100/
Ahmedabad,2020,KIA,SELTOS  ,Manual,1196799,"20,061",1,Petrol,https://www.cars24.com/buy-used-kia-seltos-2020-cars-surat-13560895779/
Ahmedabad,2019,Mahindra,XUV500  ,Manual,1130799,"57,552",1,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-ahmedabad-1140795567/
Ahmedabad,2018,Maruti,Alto 800 ,Manual,336699,"6,531",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-vadodara-13634396777/
Ahmedabad,2020,Volkswagen,Polo  ,Manual,722799,"8,269",1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2020-cars-surat-13535093775/
Ahmedabad,2018,Mahindra,XUV500  ,Manual,1086499,"47,483",2,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-surat-13553898792/
Ahmedabad,2014,Honda,City  ,Automatic,722199,"4,414",1,Petrol,https://www.cars24.com/buy-used-honda-city-2014-cars-surat-13596993773/
Ahmedabad,2020,Volkswagen,Polo  ,Automatic,977499,"8,476",2,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2020-cars-rajkot-15024797771/
Ahmedabad,2019,Maruti,Swift  ,Manual,563799,"46,384",2,Petrol,https://www.cars24.com/buy-used-maruti-swift-2019-cars-ahmedabad-1147440064/
Ahmedabad,2021,KIA,SONET  ,,997299,"10,170",1,Petrol,https://www.cars24.com/buy-used-kia-sonet-2021-cars-rajkot-15092397718/
Ahmedabad,2018,Maruti,Alto 800 ,Manual,336699,"6,118",2,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-ahmedabad-1148083862/
Ahmedabad,2021,Renault,Kiger  ,,867499,"4,126",1,Petrol,https://www.cars24.com/buy-used-renault-kiger-2021-cars-gandhinagar-14226592772/
Ahmedabad,2018,Renault,Kwid  ,Manual,360699,"31,436",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-surat-1357170669/
Ahmedabad,2018,Volkswagen,Polo  ,Manual,573499,"26,980",1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-ahmedabad-1142194465/
Ahmedabad,2019,Maruti,Celerio  ,Manual,457599,"58,517",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-ahmedabad-1147660265/
Ahmedabad,2021,Skoda,KUSHAQ  ,,1718799,"14,232",1,Petrol,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-ahmedabad-11483096770/
Ahmedabad,2018,Renault,Kwid  ,Manual,381799,"16,721",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-surat-1357700567/
Ahmedabad,2016,Volkswagen,Polo  ,Manual,555599,"40,074",1,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2016-cars-ahmedabad-1145712467/
Ahmedabad,2020,Hyundai,GRAND I10 NIOS,Manual,686399,"19,817",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-ahmedabad-11463694779/
Ahmedabad,2021,Renault,Kwid  ,Manual,487699,"13,258",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2021-cars-ahmedabad-11423193719/
Ahmedabad,2021,Maruti,Baleno  ,Automatic,1014799,"3,195",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-vadodara-13625890770/
Ahmedabad,2017,Toyota,Etios Liva ,Manual,478999,"58,134",1,Diesel,https://www.cars24.com/buy-used-toyota-etios-liva-2017-cars-ahmedabad-2998193100/
Ahmedabad,2018,Mahindra,XUV500  ,Manual,1070099,115157,1,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-ahmedabad-1141295905/
Ahmedabad,2018,Maruti,Celerio  ,Manual,436499,"71,188",2,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-surat-1351153469/
Ahmedabad,2020,Hyundai,NEW I20 ,Automatic,1025899,"12,542",1,Petrol,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-ahmedabad-11480399776/
Ahmedabad,2017,Hyundai,Grand i10 ,Manual,523099,"7,807",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-1146048505/
Ahmedabad,2021,Mahindra,Thar  ,Automatic,1614899,"3,624",1,Petrol,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-rajkot-15073793710/
Ahmedabad,2020,Renault,Kwid  ,Manual,457999,"24,963",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2020-cars-ahmedabad-1140820163/
Ahmedabad,2016,Maruti,Baleno  ,Manual,514199,"26,962",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-surat-1354020968/
Ahmedabad,2020,Maruti,Alto  ,Manual,383699,"2,966",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2020-cars-ahmedabad-1351140061/
Ahmedabad,2021,Mahindra,Thar  ,Automatic,1614899,950,1,Petrol,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-surat-13545992790/
Ahmedabad,2015,Maruti,Swift  ,Manual,516399,"39,435",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2015-cars-surat-13506198794/
Ahmedabad,2017,Maruti,Eeco  ,Manual,441899,"39,550",1,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2017-cars-surat-1352962360/
Ahmedabad,2020,Maruti,Dzire  ,Manual,718099,"19,851",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-ahmedabad-11492693792/
Ahmedabad,2020,Maruti,S PRESSO ,Manual,484299,"8,452",2,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-rajkot-1508936669/
Ahmedabad,2020,Hyundai,VENUE  ,Manual,976999,"9,057",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-ahmedabad-1355777101/
Ahmedabad,2020,KIA,SELTOS  ,Manual,1339699,"52,970",1,Diesel,https://www.cars24.com/buy-used-kia-seltos-2020-cars-ahmedabad-1148576366/
Ahmedabad,2018,Hyundai,Grand i10 ,Manual,566099,"9,785",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-ahmedabad-11425290710/
Ahmedabad,2021,Maruti,Swift  ,Manual,656599,"8,543",2,Petrol,https://www.cars24.com/buy-used-maruti-swift-2021-cars-ahmedabad-1147114862/
Ahmedabad,2021,MG,HECTOR  ,Manual,2129599,"8,244",1,Diesel,https://www.cars24.com/buy-used-mg-hector-2021-cars-ahmedabad-15074597793/
Ahmedabad,2018,Renault,Kwid  ,Manual,381799,"20,046",2,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-surat-13596799793/
Ahmedabad,2014,Maruti,Swift  ,Manual,461499,"80,441",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2014-cars-surat-1352754061/
Ahmedabad,2017,Maruti,Alto 800 ,Manual,303399,"15,740",2,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-surat-1357750165/
Ahmedabad,2016,Maruti,Ciaz  ,Manual,638499,"48,280",1,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-ahmedabad-1140240266/
Ahmedabad,2016,Renault,Kwid  ,Manual,334799,"23,702",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2016-cars-ahmedabad-11427398797/
Ahmedabad,2018,Maruti,Swift  ,Manual,537899,"55,655",2,Petrol,https://www.cars24.com/buy-used-maruti-swift-2018-cars-surat-13552798777/
Ahmedabad,2017,Hyundai,Grand i10 ,Manual,503199,"9,239",2,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-1140190904/
Ahmedabad,2018,Maruti,Celerio  ,Manual,468499,"38,507",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-surat-1351196460/
Ahmedabad,2019,Maruti,Celerio  ,Manual,478199,"32,030",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-ahmedabad-1145214668/
Ahmedabad,2018,Hyundai,Grand i10 ,Manual,490699,"41,708",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-surat-13526694790/
Ahmedabad,2016,Hyundai,Grand i10 ,Manual,499099,"40,128",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-11402896779/
Ahmedabad,2019,Hyundai,NEW SANTRO ,Automatic,589799,"3,271",1,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-ahmedabad-15021598774/
Ahmedabad,2019,Jeep,Compass  ,Manual,1398099,"10,488",1,Petrol,https://www.cars24.com/buy-used-jeep-compass-2019-cars-ahmedabad-11444994796/
Ahmedabad,2018,Maruti,Swift  ,Automatic,625299,"59,803",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2018-cars-surat-1357538461/
Ahmedabad,2019,Hyundai,NEW SANTRO ,Manual,440699,"51,364",1,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-ahmedabad-1143390466/
Ahmedabad,2019,Maruti,New Wagon-R ,Manual,556599,"20,605",1,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2019-cars-ahmedabad-1142574361/
Ahmedabad,2021,Maruti,Alto  ,Manual,401239,"2,537",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2021-cars-ahmedabad-1149603968/
Ahmedabad,2016,Maruti,Wagon R 1.0,Manual,428599,"14,642",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-ahmedabad-11445197798/
Ahmedabad,2018,Audi,A3  ,Automatic,1968199,"40,422",2,Diesel,https://www.cars24.com/buy-used-audi-a3-2018-cars-ahmedabad-1143438048/
Ahmedabad,2017,Hyundai,Grand i10 ,Manual,475999,"23,584",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-1148970064/
Ahmedabad,2018,Maruti,Celerio  ,Manual,469699,"31,321",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-surat-1356936461/
Ahmedabad,2014,Honda,City  ,Manual,600599,"87,194",2,Petrol,https://www.cars24.com/buy-used-honda-city-2014-cars-ahmedabad-1084313206/
Ahmedabad,2016,Hyundai,Xcent  ,Manual,525499,"41,986",1,Petrol,https://www.cars24.com/buy-used-hyundai-xcent-2016-cars-ahmedabad-11452898772/
Ahmedabad,2020,Toyota,Glanza  ,Manual,720299,"11,527",1,Petrol,https://www.cars24.com/buy-used-toyota-glanza-2020-cars-ahmedabad-11461594710/
Ahmedabad,2019,Mahindra,XUV500  ,Automatic,1376399,"84,312",1,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-ahmedabad-1149848369/
Ahmedabad,2019,Ford,Ecosport  ,Manual,948599,"24,186",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-surat-1356895361/
Ahmedabad,2016,Honda,Amaze  ,Manual,546099,"40,054",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2016-cars-ahmedabad-1145174763/
Ahmedabad,2015,Hyundai,Eon  ,Manual,295399,"36,850",2,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-ahmedabad-11447791772/
Ahmedabad,2015,Maruti,Baleno  ,Manual,540787,"58,839",2,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2015-cars-ahmedabad-11414598799/
Ahmedabad,2020,Maruti,Alto  ,Manual,374599,"24,968",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2020-cars-ahmedabad-1149218966/
Ahmedabad,2020,Maruti,Alto  ,Manual,365299,"11,634",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2020-cars-ahmedabad-11461095791/
Ahmedabad,2019,Honda,Amaze  ,Manual,633499,"37,768",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2019-cars-ahmedabad-11420792792/
Ahmedabad,2015,Honda,Brio  ,Manual,396899,"38,732",1,Petrol,https://www.cars24.com/buy-used-honda-brio-2015-cars-surat-13557395795/
Ahmedabad,2015,Hyundai,Eon  ,Manual,309699,"28,670",1,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-ahmedabad-11497693713/
Ahmedabad,2020,Maruti,S PRESSO ,Manual,456899,"18,681",1,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-ahmedabad-11468791796/
Ahmedabad,2016,Hyundai,Xcent  ,Manual,531299,"51,703",1,Petrol,https://www.cars24.com/buy-used-hyundai-xcent-2016-cars-ahmedabad-11414391777/
Ahmedabad,2018,Maruti,Baleno  ,Manual,650299,"21,445",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-vadodara-13677196770/
Ahmedabad,2018,Jeep,Compass  ,Manual,1313499,"37,237",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2018-cars-ahmedabad-1148471868/
Ahmedabad,2018,Renault,Kwid  ,Manual,381799,"17,082",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-surat-13552993778/
Ahmedabad,2021,Maruti,Eeco  ,Manual,531399,"11,155",1,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-ahmedabad-11442695771/
Ahmedabad,2016,Honda,Jazz  ,Manual,499099,"50,085",2,Petrol + CNG,https://www.cars24.com/buy-used-honda-jazz-2016-cars-rajkot-15065698773/
Ahmedabad,2017,Maruti,Celerio  ,Manual,415199,"75,006",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-ahmedabad-11406192790/
Ahmedabad,2021,Hyundai,VENUE  ,Manual,836199,"7,573",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-vadodara-13652196778/
Ahmedabad,2019,Hyundai,Verna  ,Manual,993199,"5,788",2,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-ahmedabad-20470896797/
Ahmedabad,2017,Honda,Brio  ,Automatic,570199,"18,829",1,Petrol,https://www.cars24.com/buy-used-honda-brio-2017-cars-surat-1351844663/
Ahmedabad,2019,Renault,Kwid  ,Manual,408799,"21,268",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2019-cars-vadodara-13671896712/
Ahmedabad,2018,Hyundai,Grand i10 ,Manual,584099,"14,793",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-vadodara-13609090712/
Ahmedabad,2014,Hyundai,Elite i20 ,Manual,563299,"50,419",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-ahmedabad-1141463267/
Ahmedabad,2018,Hyundai,Grand i10 ,Manual,489299,"54,545",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-surat-13546494790/
Ahmedabad,2019,Honda,Amaze  ,Automatic,831899,"25,302",1,Diesel,https://www.cars24.com/buy-used-honda-amaze-2019-cars-rajkot-1503640360/
Ahmedabad,2017,Maruti,Alto 800 ,Manual,313899,"31,386",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-ahmedabad-11465295799/
Ahmedabad,2018,Honda,Jazz  ,Manual,681199,"56,825",1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2018-cars-ahmedabad-1141416360/
Ahmedabad,2017,Maruti,Swift  ,Manual,530899,"50,714",2,Petrol,https://www.cars24.com/buy-used-maruti-swift-2017-cars-ahmedabad-1140991466/
Ahmedabad,2017,Maruti,Baleno  ,Manual,518899,"62,052",2,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-ahmedabad-1140210104/
Ahmedabad,2016,Maruti,Vitara Brezza ,Manual,697299,150355,1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-ahmedabad-1357099805/
Ahmedabad,2018,Maruti,Vitara Brezza ,Automatic,837599,"33,373",2,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-ahmedabad-1350508907/
Ahmedabad,2018,Maruti,Celerio X ,Manual,449599,"79,113",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-x-2018-cars-ahmedabad-1149894963/
Ahmedabad,2016,Maruti,Baleno  ,Manual,518799,"90,855",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-ahmedabad-1148914062/
Ahmedabad,2020,Hyundai,VENUE  ,Manual,883099,"45,502",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-ahmedabad-11427496770/
Ahmedabad,2016,Maruti,Vitara Brezza ,Manual,795299,"77,481",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-vadodara-13699692713/
Ahmedabad,2017,Skoda,Rapid  ,Manual,602899,"83,867",1,Petrol,https://www.cars24.com/buy-used-skoda-rapid-2017-cars-vadodara-13680391777/
Ahmedabad,2017,Maruti,Baleno  ,Manual,555699,115329,1,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-ahmedabad-1466627408/
Ahmedabad,2018,Maruti,Vitara Brezza ,Manual,806899,"39,033",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-ahmedabad-1148994029/
Ahmedabad,2021,Maruti,Baleno  ,Manual,754399,"2,385",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-ahmedabad-11425695778/
Ahmedabad,2018,Hyundai,Elite i20 ,Manual,731499,"40,636",2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-surat-13578890774/
Ahmedabad,2019,Hyundai,NEW SANTRO ,Manual,516899,"15,026",1,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-surat-13500697790/
Ahmedabad,2020,Maruti,Baleno  ,Manual,685899,"3,627",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-ahmedabad-1145156601/
Ahmedabad,2020,Maruti,IGNIS  ,Manual,528999,"4,933",1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2020-cars-ahmedabad-1359084805/
Ahmedabad,2016,Hyundai,Grand i10 ,Manual,441699,"73,191",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-1143794867/
Ahmedabad,2016,Hyundai,Elite i20 ,Manual,588699,"59,671",3,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-ahmedabad-1146349468/
Ahmedabad,2020,Maruti,Baleno  ,Manual,722599,"3,111",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-ahmedabad-1140912862/
Ahmedabad,2020,Renault,Kwid  ,Manual,487199,"19,935",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2020-cars-ahmedabad-11467499770/
Ahmedabad,2020,Honda,Civic  ,Manual,1710199,"29,552",1,Diesel,https://www.cars24.com/buy-used-honda-civic-2020-cars-ahmedabad-15024195796/
Ahmedabad,2019,Ford,Ecosport  ,Manual,875499,"29,821",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-surat-1351213863/
Ahmedabad,2018,Maruti,Baleno  ,Manual,577999,"33,217",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-ahmedabad-1355977265/
Ahmedabad,2021,Maruti,S PRESSO ,Automatic,494199,"3,151",1,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-rajkot-1501750363/
Ahmedabad,2019,Hyundai,Creta  ,Automatic,1369899,"9,553",2,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-vadodara-13628395772/
Ahmedabad,2016,Honda,City  ,Manual,672599,"87,049",1,Petrol,https://www.cars24.com/buy-used-honda-city-2016-cars-ahmedabad-1144608969/
Ahmedabad,2015,Volkswagen,Vento  ,Manual,550199,"59,933",2,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2015-cars-ahmedabad-1145455863/
Ahmedabad,2020,Maruti,Baleno  ,Manual,780505,"14,551",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-ahmedabad-11477993717/
Ahmedabad,2021,Maruti,Baleno  ,Manual,754399,"7,138",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-ahmedabad-11444599770/
Ahmedabad,2016,Hyundai,Grand i10 ,Manual,485299,"30,916",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-1147662269/
Ahmedabad,2015,Honda,Brio  ,Manual,352399,"75,970",1,Petrol,https://www.cars24.com/buy-used-honda-brio-2015-cars-ahmedabad-1143352402/
Ahmedabad,2020,Hyundai,NEW SANTRO ,Manual,525599,"6,234",1,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-ahmedabad-1143689565/
Ahmedabad,2016,Hyundai,Grand i10 ,Manual,441699,"70,427",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ahmedabad-11422699795/
Ahmedabad,2021,Maruti,Alto  ,Manual,553099,"19,549",1,Petrol + CNG,https://www.cars24.com/buy-used-maruti-alto-2021-cars-ahmedabad-11495891775/
Ahmedabad,2017,Hyundai,Xcent  ,Manual,551299,"43,319",1,Petrol,https://www.cars24.com/buy-used-hyundai-xcent-2017-cars-ahmedabad-11468997794/
Ahmedabad,2018,Hyundai,Creta  ,Manual,1226599,"72,123",1,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-gandhinagar-14259194791/
Ahmedabad,2016,Maruti,Wagon R 1.0,Manual,418099,"22,698",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-ahmedabad-11414292790/
Ahmedabad,2014,Hyundai,i10  ,Manual,350699,"37,680",1,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-ahmedabad-15030192791/
Ahmedabad,2019,Jeep,Compass  ,Manual,1425399,"60,946",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2019-cars-ahmedabad-1147364122/
Ahmedabad,2021,Maruti,S PRESSO ,Manual,441299,"6,027",1,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-ahmedabad-1147440761/
Ahmedabad,2019,Maruti,New Wagon-R ,Manual,561099,"41,419",1,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2019-cars-ahmedabad-1146570161/
Ahmedabad,2019,Hyundai,Grand i10 ,Manual,541699,"28,022",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-ahmedabad-1140608001/
Ahmedabad,2018,Hyundai,Grand i10 ,Manual,584099,"19,521",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-surat-13530694794/
