City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type,Car link
Mumbai,2018,Tata,Hexa  ,Manual,1127499,"90,026",1,Diesel,https://www.cars24.com/buy-used-tata-hexa-2018-cars-mumbai-1031458064/
Mumbai,2017,Maruti,Celerio  ,Manual,452599,"24,459",1,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-mumbai-1030180069/
Mumbai,2015,Hyundai,Elite i20 ,Manual,486099,"57,231",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-1039448465/
Mumbai,2017,Hyundai,Grand i10 ,Manual,499699,"7,430",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-1033029266/
Mumbai,2016,Honda,Brio  ,Automatic,535399,"42,877",1,Petrol,https://www.cars24.com/buy-used-honda-brio-2016-cars-mumbai-1034521760/
Mumbai,2018,Hyundai,Grand i10 ,Manual,560082,"17,350",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-mumbai-1037766462/
Mumbai,2015,Hyundai,Eon  ,Manual,322599,"33,019",1,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-mumbai-1033638064/
Mumbai,2015,Hyundai,Elite i20 ,Manual,564799,"23,283",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-1034543364/
Mumbai,2015,Maruti,Ciaz  ,Manual,549617,"67,695",2,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-mumbai-10325490778/
Mumbai,2016,Hyundai,Elite i20 ,Manual,548699,"21,655",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-mumbai-1031146260/
Mumbai,2016,Maruti,Baleno  ,Automatic,667899,"69,468",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-1034418064/
Mumbai,2021,Honda,Jazz  ,Automatic,1009399,"4,550",1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2021-cars-mumbai-10349294773/
Mumbai,2019,Honda,Amaze  ,Manual,657199,"13,789",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2019-cars-mumbai-1033730860/
Mumbai,2018,Ford,Figo Aspire ,Manual,581099,"31,896",2,Diesel,https://www.cars24.com/buy-used-ford-figo-aspire-2018-cars-mumbai-1037698009/
Mumbai,2019,Maruti,Alto K10 ,Manual,387199,"15,223",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-mumbai-1034430908/
Mumbai,2013,Hyundai,Grand i10 ,Manual,396899,"34,270",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2013-cars-mumbai-1037584864/
Mumbai,2021,Maruti,S PRESSO ,Manual,527999,698,1,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-mumbai-1039362866/
Mumbai,2016,Maruti,Ciaz  ,Manual,623499,"73,308",1,Diesel,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-mumbai-1036430167/
Mumbai,2014,Hyundai,i20  ,Manual,506799,"47,834",1,Petrol,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-mumbai-1036413866/
Mumbai,2016,Hyundai,Grand i10 ,Manual,463799,"18,210",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mumbai-1031322001/
Mumbai,2019,Honda,Amaze  ,Manual,657199,"28,915",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2019-cars-mumbai-1036678962/
Mumbai,2017,Ford,Ecosport  ,Manual,727999,"62,466",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-1039542066/
Mumbai,2017,Datsun,Redi Go ,Manual,294099,"27,207",1,Petrol,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-mumbai-1037836660/
Mumbai,2013,Hyundai,i10  ,Automatic,366199,"47,815",1,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-mumbai-1032696165/
Mumbai,2018,Mahindra,XUV500  ,Automatic,1590699,"61,096",1,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-mumbai-1034218260/
Mumbai,2019,Maruti,Dzire  ,Automatic,686599,"12,949",2,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-mumbai-10321796712/
Mumbai,2016,Maruti,Vitara Brezza ,Manual,811499,"37,091",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-mumbai-1035316663/
Mumbai,2020,Tata,Harrier  ,Manual,2134699,"13,596",1,Diesel,https://www.cars24.com/buy-used-tata-harrier-2020-cars-mumbai-1038110665/
Mumbai,2017,Hyundai,Elite i20 ,Manual,609999,"29,433",2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1039692969/
Mumbai,2019,Hyundai,Creta  ,Automatic,1432699,"17,464",1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-mumbai-1034597568/
Mumbai,2019,Hyundai,Verna  ,Automatic,1297799,"35,135",1,Diesel,https://www.cars24.com/buy-used-hyundai-verna-2019-cars-mumbai-1034575066/
Mumbai,2015,Hyundai,Grand i10 ,Manual,438499,"14,861",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-1038318267/
Mumbai,2016,Hyundai,Creta  ,Automatic,1006999,"29,349",1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-1031006765/
Mumbai,2019,Volkswagen,Vento  ,Automatic,962999,"37,905",1,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2019-cars-mumbai-1031111864/
Mumbai,2018,Maruti,Dzire  ,Manual,669899,"30,420",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1032908669/
Mumbai,2018,Renault,Kwid  ,Automatic,453399,"7,228",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2018-cars-mumbai-1034114068/
Mumbai,2018,Hyundai,Eon  ,Manual,362299,"36,057",1,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-mumbai-1037676867/
Mumbai,2019,Honda,Civic  ,,1827999,"13,817",1,Petrol,https://www.cars24.com/buy-used-honda-civic-2019-cars-mumbai-1030781761/
Mumbai,2017,Maruti,Dzire  ,Manual,673999,"49,684",1,Diesel,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1030521466/
Mumbai,2021,Volkswagen,Vento  ,Manual,1479999,"8,548",1,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2021-cars-mumbai-10347690711/
Mumbai,2016,Honda,Jazz  ,Automatic,593599,"66,112",1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2016-cars-mumbai-1038287309/
Mumbai,2017,Maruti,Baleno  ,Manual,574501,"28,006",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1039621463/
Mumbai,2017,Maruti,Dzire  ,Manual,654899,"28,971",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-10332594778/
Mumbai,2016,Hyundai,Grand i10 ,Manual,512099,"24,517",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mumbai-1035970267/
Mumbai,2018,Maruti,Dzire  ,Automatic,811799,"23,504",1,Diesel,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-pune-10660393777/
Mumbai,2018,Maruti,Baleno  ,Automatic,678699,"13,825",2,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1034634667/
Mumbai,2019,Maruti,Baleno  ,Manual,758999,498,1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-1035673360/
Mumbai,2017,Hyundai,Elite i20 ,Manual,597593,"31,169",2,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1037790266/
Mumbai,2019,Maruti,Vitara Brezza ,Manual,838699,"49,323",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-1034100260/
Mumbai,2017,Maruti,Ciaz  ,Manual,691599,"62,783",1,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-mumbai-1034296364/
Mumbai,2018,Maruti,Dzire  ,Automatic,740499,"24,068",1,Diesel,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1032315168/
Mumbai,2018,Maruti,Dzire  ,Manual,701899,"53,823",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1032786362/
Mumbai,2019,Honda,City  ,Automatic,1024499,"40,797",2,Petrol,https://www.cars24.com/buy-used-honda-city-2019-cars-mumbai-1032320061/
Mumbai,2015,Maruti,Wagon R 1.0,Manual,379099,"38,491",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-mumbai-1039520664/
Mumbai,2018,Tata,TIGOR  ,Automatic,527899,"51,703",1,Petrol,https://www.cars24.com/buy-used-tata-tigor-2018-cars-mumbai-10337394717/
Mumbai,2017,Maruti,Dzire  ,Manual,512699,"53,754",2,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1036376461/
Mumbai,2017,Volkswagen,Vento  ,Automatic,761044,"45,176",1,Petrol,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-mumbai-1033452363/
Mumbai,2018,Maruti,Dzire  ,Manual,704199,"36,463",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1032734660/
Mumbai,2016,Hyundai,Elite i20 ,Manual,548699,"61,279",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-mumbai-1039932760/
Mumbai,2017,Maruti,Dzire  ,Manual,676013,"24,887",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1033715866/
Mumbai,2014,Hyundai,Grand i10 ,Manual,395299,"68,292",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-1035120069/
Mumbai,2017,Maruti,Baleno  ,Manual,574499,"25,369",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1030048966/
Mumbai,2017,Hyundai,Grand i10 ,Manual,480899,"13,771",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-1030968865/
Mumbai,2017,Hyundai,Elite i20 ,Manual,659799,"22,331",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1031605869/
Mumbai,2016,Volkswagen,Ameo  ,Manual,501799,"51,558",1,Petrol,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-mumbai-1036112268/
Mumbai,2017,Maruti,Dzire  ,Automatic,621699,"20,264",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-mumbai-1039581940/
Mumbai,2017,Hyundai,Elite i20 ,Manual,655099,"38,537",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1038590168/
Mumbai,2017,Maruti,Baleno  ,Manual,632499,"50,910",1,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1033436804/
Mumbai,2018,Maruti,Dzire  ,Manual,648299,"19,703",2,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1038061809/
Mumbai,2019,MG,HECTOR  ,Manual,1692699,"42,021",1,Diesel,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-1036478965/
Mumbai,2017,Jeep,Compass  ,Manual,1299349,"29,159",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1036197769/
Mumbai,2018,Maruti,Dzire  ,Manual,704199,"28,567",1,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-mumbai-1037544866/
Mumbai,2019,Hyundai,Grand i10 ,Manual,556099,"26,161",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-mumbai-1039007763/
Mumbai,2019,MG,HECTOR  ,Manual,1606211,"19,802",1,Petrol,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-1037226068/
Mumbai,2017,Jeep,Compass  ,Manual,1306099,"26,404",2,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1034403623/
Mumbai,2019,Hyundai,Elite i20 ,Automatic,844999,"25,349",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-mumbai-1034368963/
Mumbai,2020,Maruti,S PRESSO ,Manual,481999,"2,676",1,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-1033284962/
Mumbai,2017,Hyundai,Elite i20 ,Manual,591899,"51,545",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-1037385566/
Mumbai,2017,Maruti,Baleno  ,Manual,561699,"81,903",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1039670267/
Mumbai,2017,Jeep,Compass  ,Manual,1251899,"68,172",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1038664163/
Mumbai,2016,Hyundai,Grand i10 ,Manual,523899,"40,669",1,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mumbai-1037343504/
Mumbai,2019,Ford,Ecosport  ,Manual,875099,"17,655",1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-mumbai-1032695806/
Mumbai,2018,Maruti,Ciaz  ,Manual,726199,"42,488",2,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-1033684967/
Mumbai,2017,Honda,Jazz  ,Automatic,630299,"57,606",1,Petrol,https://www.cars24.com/buy-used-honda-jazz-2017-cars-mumbai-1033012562/
Mumbai,2017,Jeep,Compass  ,Manual,1253899,"50,485",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1035398065/
Mumbai,2019,Tata,NEXON  ,Automatic,944999,"14,768",1,Petrol,https://www.cars24.com/buy-used-tata-nexon-2019-cars-mumbai-1033864163/
Mumbai,2019,Maruti,Baleno  ,Manual,714999,"31,471",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-1038642067/
Mumbai,2016,Skoda,Superb  ,Automatic,1958799,"46,514",1,Diesel,https://www.cars24.com/buy-used-skoda-superb-2016-cars-mumbai-1031493628/
Mumbai,2018,Mahindra,MARAZZO  ,,1128499,"7,365",1,Diesel,https://www.cars24.com/buy-used-mahindra-marazzo-2018-cars-mumbai-1030567263/
Mumbai,2017,Maruti,Baleno  ,Manual,635499,"18,632",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1035629862/
Mumbai,2018,Tata,NEXON  ,Manual,740199,"37,918",2,Petrol,https://www.cars24.com/buy-used-tata-nexon-2018-cars-mumbai-1038398266/
Mumbai,2018,Hyundai,Creta  ,Automatic,1210199,"33,823",2,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-1033846166/
Mumbai,2021,Hyundai,VENUE  ,Automatic,1333899,"3,028",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-mumbai-10377395777/
Mumbai,2018,Maruti,Alto 800 ,Manual,323199,"41,470",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-mumbai-1039975560/
Mumbai,2016,Maruti,Vitara Brezza ,Manual,734599,"66,275",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-mumbai-1038200667/
Mumbai,2020,MG,HECTOR PLUS ,,1827199,"17,984",1,Petrol,https://www.cars24.com/buy-used-mg-hector-plus-2020-cars-mumbai-1032958564/
Mumbai,2015,Hyundai,Elite i20 ,Manual,559699,"51,788",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-mumbai-10312691771/
Mumbai,2019,Hyundai,VENUE  ,Manual,1035499,"7,846",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-1033601908/
Mumbai,2017,Honda,WR-V  ,Manual,770499,"14,909",1,Petrol,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-mumbai-1032464045/
Mumbai,2017,Maruti,Baleno  ,Manual,611899,"40,618",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1038290462/
Mumbai,2021,Maruti,Alto  ,Manual,439689,"9,706",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-2021-cars-mumbai-1034760660/
Mumbai,2019,Maruti,Baleno  ,Manual,720399,"42,287",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-1030513161/
Mumbai,2021,Hyundai,VENUE  ,Manual,1080399,"25,426",1,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-mumbai-1037436468/
Mumbai,2019,Maruti,Vitara Brezza ,Manual,904599,"74,105",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-1034170867/
Mumbai,2018,Hyundai,NEW SANTRO ,Manual,448099,"9,395",2,Petrol,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-mumbai-1034008366/
Mumbai,2019,Hyundai,VENUE  ,Manual,929399,"96,000",1,Diesel,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-1032509400/
Mumbai,2018,Maruti,Baleno  ,Manual,632399,"37,219",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1037380668/
Mumbai,2018,Maruti,Baleno  ,Manual,622399,"42,213",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1038095265/
Mumbai,2017,Honda,City  ,Automatic,861599,"69,376",1,Petrol,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-1037996367/
Mumbai,2018,Ford,Ecosport  ,Manual,826899,"17,181",1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-1039883763/
Mumbai,2017,Honda,City  ,Manual,892099,"27,432",1,Petrol,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-1031366469/
Mumbai,2019,Maruti,Baleno  ,Manual,754799,"9,633",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-1030477766/
Mumbai,2015,Maruti,Baleno  ,Manual,542799,"61,347",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2015-cars-mumbai-1031957764/
Mumbai,2018,Maruti,Ciaz  ,Manual,853249,"15,002",1,Petrol,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-1039730468/
Mumbai,2019,Maruti,IGNIS  ,Manual,589331,"8,375",1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-mumbai-1037550762/
Mumbai,2017,Maruti,Vitara Brezza ,Manual,860299,"75,388",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-mumbai-1031766365/
Mumbai,2017,Maruti,Baleno  ,Automatic,657899,"31,739",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-mumbai-1037876862/
Mumbai,2017,Maruti,S Cross ,Manual,751599,"43,945",1,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-mumbai-1037970505/
Mumbai,2018,Hyundai,Creta  ,Manual,1152799,"69,182",1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-1036905260/
Mumbai,2018,Hyundai,Creta  ,Automatic,1230099,"57,613",1,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-10383190776/
Mumbai,2017,Ford,Ecosport  ,Automatic,716099,"41,579",1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-1037101708/
Mumbai,2018,Maruti,Baleno  ,Manual,752991,"47,492",1,Diesel,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-1031188662/
Mumbai,2020,MG,HECTOR  ,Automatic,1810499,"39,123",1,Petrol,https://www.cars24.com/buy-used-mg-hector-2020-cars-mumbai-1037470662/
Mumbai,2020,MG,HECTOR  ,Automatic,1747175,"58,143",1,Petrol,https://www.cars24.com/buy-used-mg-hector-2020-cars-mumbai-1033200769/
Mumbai,2017,Honda,City  ,Automatic,876899,"49,517",1,Petrol,https://www.cars24.com/buy-used-honda-city-2017-cars-mumbai-1039539168/
Mumbai,2018,Toyota,YARIS  ,,1152799,"21,126",1,Petrol,https://www.cars24.com/buy-used-toyota-yaris-2018-cars-mumbai-1034177969/
Mumbai,2018,Honda,WR-V  ,Manual,811999,"57,875",1,Petrol,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-mumbai-1033777369/
Mumbai,2019,Maruti,IGNIS  ,Automatic,651299,"25,444",1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-mumbai-10311893775/
Mumbai,2017,Maruti,IGNIS  ,Manual,467799,"8,225",1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-1032546860/
Mumbai,2018,Honda,Amaze  ,,754199,"14,696",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2018-cars-mumbai-1035100106/
Mumbai,2018,Mahindra,MARAZZO  ,,1044899,"37,674",1,Diesel,https://www.cars24.com/buy-used-mahindra-marazzo-2018-cars-mumbai-1034847965/
Mumbai,2019,Jeep,Compass  ,Automatic,2025399,"25,453",1,Petrol,https://www.cars24.com/buy-used-jeep-compass-2019-cars-mumbai-1035266061/
Mumbai,2017,Maruti,IGNIS  ,Manual,499699,"28,680",1,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-1039355064/
Mumbai,2015,Maruti,S Cross ,Manual,564599,121185,1,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-mumbai-1031037143/
Mumbai,2018,Ford,Ecosport  ,Manual,810799,"40,270",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-1035888607/
Mumbai,2020,KIA,SELTOS  ,Automatic,1892599,"6,434",1,Petrol,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-1035274566/
Mumbai,2021,MG,HECTOR  ,Automatic,2011599,"8,077",1,Petrol,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-1036353469/
Mumbai,2018,Hyundai,Tucson New ,Automatic,2162199,"11,114",1,Diesel,https://www.cars24.com/buy-used-hyundai-tucson-new-2018-cars-mumbai-10396994770/
Mumbai,2018,Hyundai,Verna  ,Automatic,1116299,"29,261",1,Petrol,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-mumbai-1030302045/
Mumbai,2018,Toyota,YARIS  ,Manual,722299,"29,324",1,Petrol,https://www.cars24.com/buy-used-toyota-yaris-2018-cars-mumbai-1032663007/
Mumbai,2013,Maruti,Wagon R 1.0,Manual,296099,"21,902",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-mumbai-1036536600/
Mumbai,2017,Maruti,Alto 800 ,Manual,291099,"20,824",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-mumbai-1033880040/
Mumbai,2014,Hyundai,i20  ,Manual,393149,"40,860",3,Petrol,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-mumbai-1034190143/
Mumbai,2014,Ford,Ecosport  ,Manual,479499,"25,976",1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-mumbai-1032560320/
Mumbai,2017,Maruti,Ertiga  ,Manual,869499,"26,214",2,Diesel,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-1032256902/
Mumbai,2016,Hyundai,Creta  ,Manual,793099,"23,212",2,Petrol,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-1030494561/
Mumbai,2020,Maruti,S PRESSO ,Manual,541299,"16,517",1,Petrol + CNG,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-mumbai-1037412165/
New_Delhi,2014,Mercedes,Benz C Class,Automatic,2133299,"36,806",1,Petrol,https://www.cars24.com/buy-used-mercedes-benz-c-class-2014-cars-noida-1050064264/
New_Delhi,2013,Mercedes,Benz E Class,Automatic,1455599,"42,881",2,Diesel,https://www.cars24.com/buy-used-mercedes-benz-e-class-2013-cars-noida-1002046328/
New_Delhi,2021,Renault,Kwid  ,Automatic,533299,"3,689",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2021-cars-ghaziabad-11208998714/
New_Delhi,2021,Renault,Kwid  ,Manual,500199,"6,962",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2021-cars-new-delhi-10001590778/
New_Delhi,2017,Jeep,Compass  ,Manual,1318099,"55,376",1,Diesel,https://www.cars24.com/buy-used-jeep-compass-2017-cars-new-delhi-1006334663/
New_Delhi,2016,Honda,Jazz  ,Manual,476799,"30,237",2,Petrol,https://www.cars24.com/buy-used-honda-jazz-2016-cars-gurgaon-10081592777/
New_Delhi,2016,Maruti,Wagon R 1.0,Automatic,433799,"21,261",1,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-noida-10018991779/
New_Delhi,2020,Maruti,Baleno  ,Automatic,738299,"16,815",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10534091798/
New_Delhi,2020,Honda,City  ,Automatic,1456371,"9,928",1,Petrol,https://www.cars24.com/buy-used-honda-city-2020-cars-noida-1000483868/
New_Delhi,2016,Ford,Ecosport  ,Manual,649099,"46,533",2,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-new-delhi-1001862968/
New_Delhi,2018,Honda,Amaze  ,Automatic,706199,"29,226",1,Petrol,https://www.cars24.com/buy-used-honda-amaze-2018-cars-noida-10515899774/
New_Delhi,2018,Hyundai,Elite i20 ,Manual,669299,"30,545",1,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-noida-1127940067/
New_Delhi,2012,Maruti,Swift  ,Manual,383499,"95,779",1,Petrol,https://www.cars24.com/buy-used-maruti-swift-2012-cars-noida-1013052663/
New_Delhi,2018,Hyundai,Elite i20 ,Manual,562119,"44,805",1,Petrol,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-gurgaon-10152697778/
New_Delhi,2017,Renault,Kwid  ,Manual,326599,"52,904",1,Petrol,https://www.cars24.com/buy-used-renault-kwid-2017-cars-new-delhi-1008200565/
New_Delhi,2013,Hyundai,i20  ,Manual,354299,"78,468",1,Diesel,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-noida-1122747361/
New_Delhi,2018,Ford,Ecosport  ,Manual,795499,"28,648",1,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-noida-1125720867/
New_Delhi,2020,Honda,City  ,Automatic,1262499,"31,686",1,Petrol,https://www.cars24.com/buy-used-honda-city-2020-cars-ghaziabad-1126630364/
New_Delhi,2020,Maruti,Baleno  ,Manual,694199,"21,463",1,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-new-delhi-10027293717/
New_Delhi,2014,Toyota,Fortuner  ,Manual,1211899,175407,1,Diesel,https://www.cars24.com/buy-used-toyota-fortuner-2014-cars-noida-1006895309/
New_Delhi,2018,Ford,Ecosport  ,Manual,858399,"32,303",1,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-noida-1127650967/
New_Delhi,2014,Audi,Q3  ,Manual,1136799,"93,819",1,Diesel,https://www.cars24.com/buy-used-audi-q3-2014-cars-noida-1000438024/
New_Delhi,2019,Maruti,Alto K10 ,Manual,410899,"13,274",1,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-noida-1050344669/
New_Delhi,2016,Maruti,Vitara Brezza ,Manual,712399,"36,642",1,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-noida-1001714969/
