,City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type
1717,New_Delhi,2013,Toyota,Fortuner  ,Manual,1168899,77604,1,Diesel
1718,New_Delhi,2014,Toyota,Innova  ,Manual,747299,111191,1,Diesel
1719,New_Delhi,2017,Volkswagen,Polo  ,Manual,424499,33336,3,Petrol
1720,New_Delhi,2011,Hyundai,i10  ,Manual,280499,29049,1,Petrol
1721,New_Delhi,2013,Audi,A4  ,Automatic,1171099,29991,1,Diesel
1722,New_Delhi,2014,Honda,City  ,Manual,616699,72559,1,Petrol
1723,New_Delhi,2016,Honda,CRV  ,Automatic,1111099,103602,2,Petrol
1724,New_Delhi,2011,Maruti,Alto K10 ,Manual,237899,37580,1,Petrol
1725,New_Delhi,2016,Honda,City  ,Manual,730099,14040,1,Petrol
1726,New_Delhi,2016,Hyundai,Grand i10 ,Manual,479384,19360,1,Petrol
1727,New_Delhi,2018,Hyundai,Verna  ,Automatic,1039099,39931,1,Diesel
1728,New_Delhi,2019,MG,HECTOR  ,Manual,1545299,52447,2,Diesel
1729,New_Delhi,2021,Maruti,Alto  ,Manual,445199,4642,1,Petrol
1730,New_Delhi,2021,Tata,Harrier  ,Manual,2075899,10141,1,Diesel
1731,New_Delhi,2014,Maruti,Swift  ,Manual,404999,31263,2,Petrol
1732,New_Delhi,2019,Hyundai,Tucson New ,Automatic,2165999,38431,1,Petrol
1733,New_Delhi,2018,Maruti,Baleno  ,Manual,572899,30319,2,Petrol
1734,New_Delhi,2020,Maruti,Baleno  ,Manual,643799,29252,2,Petrol
1735,New_Delhi,2015,Mercedes,Benz CLA Class,Automatic,1652399,50401,2,Diesel
1736,New_Delhi,2016,Maruti,Baleno  ,Manual,551299,38092,1,Petrol
1737,New_Delhi,2016,Ford,Ecosport  ,Manual,710399,52555,1,Petrol
1738,New_Delhi,2019,Maruti,Celerio  ,Manual,470699,33669,2,Petrol
1739,New_Delhi,2016,Hyundai,Tucson New ,Automatic,1163699,74800,3,Petrol
1740,New_Delhi,2021,Maruti,S PRESSO ,Manual,492199,13909,1,Petrol
1741,New_Delhi,2019,Ford,Ecosport  ,Manual,1038799,19968,1,Petrol
1742,New_Delhi,2016,Honda,City  ,Manual,674699,49653,1,Diesel
1743,New_Delhi,2018,Maruti,Alto K10 ,Manual,380299,17923,1,Petrol
1744,New_Delhi,2015,Mahindra,Scorpio  ,Manual,1053299,43543,1,Diesel
1745,New_Delhi,2018,Ford,Ecosport  ,Automatic,817599,53881,1,Petrol
1746,New_Delhi,2019,Maruti,XL6  ,Manual,1046999,38620,1,Petrol
1747,New_Delhi,2015,Hyundai,Verna  ,Manual,585299,62800,1,Diesel
1748,New_Delhi,2019,Maruti,S PRESSO ,Manual,417599,29834,2,Petrol
1749,New_Delhi,2017,Maruti,Ciaz  ,Manual,651599,68249,1,Diesel
1750,New_Delhi,2018,Maruti,Vitara Brezza ,Manual,771399,27679,1,Diesel
1751,New_Delhi,2019,Maruti,Alto K10 ,Manual,387499,38083,1,Petrol
1752,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,683999,50921,2,Diesel
1753,New_Delhi,2018,Ford,Ecosport  ,Manual,718399,57654,3,Diesel
1754,New_Delhi,2018,Ford,Ecosport  ,Manual,731899,46366,2,Diesel
1755,New_Delhi,2020,Maruti,Alto  ,Manual,474299,38710,1,Petrol + CNG
1756,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,671703,71234,1,Diesel
1757,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,673099,81987,1,Diesel
1758,New_Delhi,2017,Maruti,Baleno  ,Manual,575099,73846,1,Diesel
1759,New_Delhi,2013,BMW,5 Series ,Automatic,1505599,82670,2,Diesel
1760,New_Delhi,2017,Ford,Ecosport  ,Manual,595099,113124,1,Diesel
1761,New_Delhi,2015,Mahindra,XUV500  ,Manual,783999,116379,2,Diesel
1762,New_Delhi,2015,Hyundai,Elite i20 ,Manual,511499,68158,2,Diesel
1763,New_Delhi,2014,Maruti,Swift  ,Manual,345399,42154,1,Diesel
1764,New_Delhi,2015,Maruti,Swift  ,Manual,417699,104600,1,Diesel
1765,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,661799,88060,1,Diesel
1766,New_Delhi,2015,Maruti,Swift  ,Manual,418899,92507,1,Diesel
1767,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,774999,90628,1,Diesel
1768,New_Delhi,2017,Maruti,S Cross ,Manual,814599,91458,2,Diesel
1769,New_Delhi,2016,Hyundai,Eon  ,Manual,275999,19597,1,Petrol
1770,New_Delhi,2021,Mahindra,Thar  ,Automatic,1802499,3120,1,Petrol
1771,New_Delhi,2013,Maruti,Swift  ,Manual,313999,115007,1,Diesel
1772,New_Delhi,2014,Renault,Duster  ,Manual,391399,50839,1,Diesel
1773,New_Delhi,2019,Hyundai,Creta  ,Manual,1220099,21929,1,Diesel
1774,New_Delhi,2014,Maruti,Ciaz  ,Manual,483599,94009,1,Diesel
1775,New_Delhi,2015,Maruti,Wagon R 1.0,Manual,358999,62113,1,Petrol
1776,New_Delhi,2014,Maruti,Swift Dzire ,Manual,439499,89100,2,Petrol
1777,New_Delhi,2017,Maruti,Swift  ,Manual,429299,70490,1,Petrol
1778,New_Delhi,2013,Honda,Amaze  ,Manual,292599,73241,1,Diesel
1779,New_Delhi,2017,Hyundai,Grand i10 ,Manual,491399,38202,1,Petrol
1780,New_Delhi,2018,Hyundai,Grand i10 ,Manual,474799,30741,1,Petrol
1781,New_Delhi,2016,Skoda,Octavia  ,Automatic,1148099,95282,1,Diesel
1782,New_Delhi,2015,Hyundai,Elite i20 ,Manual,524099,63245,1,Diesel
1783,New_Delhi,2012,Maruti,Swift  ,Manual,304299,109227,1,Diesel
1784,New_Delhi,2016,Maruti,S Cross ,Manual,599699,73865,1,Diesel
1785,New_Delhi,2011,Maruti,Alto K10 ,Manual,221199,23277,1,Petrol
1786,New_Delhi,2020,Renault,Kwid  ,Manual,348299,19767,1,Petrol
1787,New_Delhi,2016,Maruti,Baleno  ,Manual,492399,87555,1,Petrol
1788,New_Delhi,2014,Toyota,Innova  ,Manual,671999,119551,2,Diesel
1789,New_Delhi,2019,Maruti,Baleno  ,Manual,672299,22380,1,Petrol
1790,New_Delhi,2016,Maruti,Baleno  ,Manual,555799,42263,1,Petrol
1791,New_Delhi,2018,Maruti,Alto K10 ,Manual,363699,18150,1,Petrol
1792,New_Delhi,2016,Maruti,Baleno  ,Manual,507499,72644,1,Petrol
1793,New_Delhi,2017,Maruti,Ciaz  ,Manual,607199,67255,2,Diesel
1794,New_Delhi,2018,Maruti,Alto K10 ,Manual,382899,23103,1,Petrol
1795,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,708399,59082,1,Diesel
1796,New_Delhi,2018,Ford,Ecosport  ,Manual,760799,79063,1,Diesel
1797,New_Delhi,2013,Ford,Ecosport  ,Manual,442699,76136,1,Diesel
1798,New_Delhi,2013,Ford,Ecosport  ,Manual,424699,81167,2,Diesel
1799,New_Delhi,2014,Maruti,Swift  ,Manual,389899,64127,2,Diesel
1800,New_Delhi,2017,Maruti,Vitara Brezza ,Manual,757399,22037,1,Diesel
1801,New_Delhi,2016,Maruti,Vitara Brezza ,Manual,613399,102161,1,Diesel
1802,New_Delhi,2016,Maruti,Vitara Brezza ,Manual,685599,90318,1,Diesel
1803,New_Delhi,2016,Hyundai,Elite i20 ,Manual,580899,61115,1,Petrol
1804,New_Delhi,2017,Maruti,Baleno  ,Manual,536499,64101,1,Petrol
1805,Ahmedabad,2020,Maruti,Ertiga  ,Manual,1039099,21596,2,Petrol
1806,Ahmedabad,2020,Maruti,New Wagon-R ,Manual,580599,3586,1,Petrol
1807,Ahmedabad,2020,Maruti,Swift  ,Manual,589699,36866,1,Petrol
1808,Ahmedabad,2014,Maruti,Wagon R 1.0,Manual,324199,17625,1,Petrol
1809,Ahmedabad,2020,KIA,SELTOS  ,Manual,1196799,20061,1,Petrol
1810,Ahmedabad,2019,Mahindra,XUV500  ,Manual,1130799,57552,1,Diesel
1811,Ahmedabad,2018,Maruti,Alto 800 ,Manual,336699,6531,1,Petrol
1812,Ahmedabad,2020,Volkswagen,Polo  ,Manual,722799,8269,1,Petrol
1813,Ahmedabad,2018,Mahindra,XUV500  ,Manual,1086499,47483,2,Diesel
1814,Ahmedabad,2014,Honda,City  ,Automatic,722199,4414,1,Petrol
1815,Ahmedabad,2020,Volkswagen,Polo  ,Automatic,977499,8476,2,Petrol
1816,Ahmedabad,2019,Maruti,Swift  ,Manual,563799,46384,2,Petrol
1818,Ahmedabad,2018,Maruti,Alto 800 ,Manual,336699,6118,2,Petrol
1820,Ahmedabad,2018,Renault,Kwid  ,Manual,360699,31436,1,Petrol
1821,Ahmedabad,2018,Volkswagen,Polo  ,Manual,573499,26980,1,Petrol
1822,Ahmedabad,2019,Maruti,Celerio  ,Manual,457599,58517,1,Petrol
1824,Ahmedabad,2018,Renault,Kwid  ,Manual,381799,16721,1,Petrol
1825,Ahmedabad,2016,Volkswagen,Polo  ,Manual,555599,40074,1,Petrol
1826,Ahmedabad,2020,Hyundai,GRAND I10 NIOS,Manual,686399,19817,1,Petrol
1827,Ahmedabad,2021,Renault,Kwid  ,Manual,487699,13258,1,Petrol
1828,Ahmedabad,2021,Maruti,Baleno  ,Automatic,1014799,3195,1,Petrol
1829,Ahmedabad,2017,Toyota,Etios Liva ,Manual,478999,58134,1,Diesel
1830,Ahmedabad,2018,Mahindra,XUV500  ,Manual,1070099,115157,1,Diesel
1831,Ahmedabad,2018,Maruti,Celerio  ,Manual,436499,71188,2,Petrol
1832,Ahmedabad,2020,Hyundai,NEW I20 ,Automatic,1025899,12542,1,Petrol
1833,Ahmedabad,2017,Hyundai,Grand i10 ,Manual,523099,7807,1,Petrol
1834,Ahmedabad,2021,Mahindra,Thar  ,Automatic,1614899,3624,1,Petrol
1835,Ahmedabad,2020,Renault,Kwid  ,Manual,457999,24963,1,Petrol
1836,Ahmedabad,2016,Maruti,Baleno  ,Manual,514199,26962,1,Petrol
1837,Ahmedabad,2020,Maruti,Alto  ,Manual,383699,2966,1,Petrol
1838,Ahmedabad,2021,Mahindra,Thar  ,Automatic,1614899,950,1,Petrol
1839,Ahmedabad,2015,Maruti,Swift  ,Manual,516399,39435,1,Petrol
1840,Ahmedabad,2017,Maruti,Eeco  ,Manual,441899,39550,1,Petrol
1841,Ahmedabad,2020,Maruti,Dzire  ,Manual,718099,19851,1,Petrol
1842,Ahmedabad,2020,Maruti,S PRESSO ,Manual,484299,8452,2,Petrol
1843,Ahmedabad,2020,Hyundai,VENUE  ,Manual,976999,9057,1,Petrol
1844,Ahmedabad,2020,KIA,SELTOS  ,Manual,1339699,52970,1,Diesel
1845,Ahmedabad,2018,Hyundai,Grand i10 ,Manual,566099,9785,1,Petrol
1846,Ahmedabad,2021,Maruti,Swift  ,Manual,656599,8543,2,Petrol
1847,Ahmedabad,2021,MG,HECTOR  ,Manual,2129599,8244,1,Diesel
1848,Ahmedabad,2018,Renault,Kwid  ,Manual,381799,20046,2,Petrol
1849,Ahmedabad,2014,Maruti,Swift  ,Manual,461499,80441,1,Petrol
1850,Ahmedabad,2017,Maruti,Alto 800 ,Manual,303399,15740,2,Petrol
1851,Ahmedabad,2016,Maruti,Ciaz  ,Manual,638499,48280,1,Petrol
1852,Ahmedabad,2016,Renault,Kwid  ,Manual,334799,23702,1,Petrol
1853,Ahmedabad,2018,Maruti,Swift  ,Manual,537899,55655,2,Petrol
1854,Ahmedabad,2017,Hyundai,Grand i10 ,Manual,503199,9239,2,Petrol
1855,Ahmedabad,2018,Maruti,Celerio  ,Manual,468499,38507,1,Petrol
1856,Ahmedabad,2019,Maruti,Celerio  ,Manual,478199,32030,1,Petrol
1857,Ahmedabad,2018,Hyundai,Grand i10 ,Manual,490699,41708,1,Petrol
1858,Ahmedabad,2016,Hyundai,Grand i10 ,Manual,499099,40128,1,Petrol
