,City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type
804,Mumbai,2016,Maruti,Wagon R 1.0,Manual,433799,20771,1,Petrol
805,Mumbai,2019,Tata,Harrier  ,Manual,1450099,55447,2,Diesel
806,Mumbai,2017,Hyundai,Elite i20 ,Manual,559399,10022,1,Petrol
807,Mumbai,2017,Ford,Ecosport  ,Manual,617899,21407,1,Petrol
808,Mumbai,2020,Maruti,S PRESSO ,Manual,562599,29918,1,Petrol + CNG
809,Mumbai,2018,Ford,Ecosport  ,Manual,765799,28127,1,Diesel
810,Mumbai,2018,Hyundai,Creta  ,Automatic,1353899,21203,1,Petrol
811,Mumbai,2019,Honda,Amaze  ,Automatic,806399,6341,1,Petrol
812,Mumbai,2018,Honda,Jazz  ,Manual,690699,26796,1,Petrol
813,Mumbai,2017,Toyota,Etios  ,Manual,591399,73896,1,Petrol
814,Mumbai,2015,Hyundai,Elite i20 ,Manual,595699,79569,2,Diesel
815,Mumbai,2019,MG,HECTOR  ,Manual,1717699,12937,1,Diesel
816,Mumbai,2016,Maruti,Baleno  ,Manual,567599,9363,1,Petrol
817,Mumbai,2019,Hyundai,Elite i20 ,Manual,758999,34853,1,Petrol
818,Mumbai,2019,Maruti,Vitara Brezza ,Manual,904599,27166,2,Diesel
819,Mumbai,2014,Toyota,Corolla Altis ,Manual,664499,22434,2,Petrol
820,Mumbai,2020,Maruti,Dzire  ,Automatic,773899,17083,1,Petrol
821,Mumbai,2015,Hyundai,Creta  ,Manual,851999,60227,1,Petrol
822,Mumbai,2019,Maruti,Alto K10 ,Manual,390299,9370,1,Petrol
823,Mumbai,2019,Hyundai,Elite i20 ,Manual,761099,422,1,Petrol
824,Mumbai,2017,Ford,Ecosport  ,Manual,731699,20082,1,Diesel
825,Mumbai,2016,Hyundai,Elite i20 ,Manual,570399,67248,1,Petrol
826,Mumbai,2017,Maruti,Dzire  ,Manual,699499,38393,1,Petrol
827,Mumbai,2017,Maruti,Dzire  ,Automatic,658399,67154,1,Diesel
828,Mumbai,2019,Hyundai,Elite i20 ,Automatic,885199,16358,1,Petrol
829,Mumbai,2015,Hyundai,Elite i20 ,Manual,499099,63961,1,Petrol
830,Mumbai,2017,Maruti,Baleno  ,Manual,581499,28197,1,Petrol
831,Mumbai,2020,Hyundai,VENUE  ,Manual,1011099,18221,1,Petrol
832,Mumbai,2021,Maruti,S PRESSO ,Manual,448499,3654,1,Petrol
833,Mumbai,2020,Hyundai,NEW SANTRO ,Automatic,642618,12875,1,Petrol
834,Mumbai,2016,Maruti,Baleno  ,Manual,624099,45380,1,Diesel
835,Mumbai,2019,Honda,Amaze  ,Automatic,777699,24978,2,Diesel
836,Mumbai,2020,Maruti,Dzire  ,Manual,753099,8384,1,Petrol
837,Mumbai,2018,Maruti,Dzire  ,Manual,650599,71772,1,Petrol
838,Mumbai,2019,Maruti,Vitara Brezza ,Manual,862699,57702,1,Diesel
839,Mumbai,2018,Maruti,Dzire  ,Manual,680199,41034,1,Petrol
840,Mumbai,2018,Maruti,Baleno  ,Manual,600599,26382,1,Petrol
841,Mumbai,2016,Maruti,Baleno  ,Manual,528899,83600,1,Petrol
842,Mumbai,2018,Maruti,Ciaz  ,Manual,735099,44452,1,Petrol
843,Mumbai,2017,Maruti,Baleno  ,Manual,561999,69421,1,Petrol
844,Mumbai,2017,Maruti,Dzire  ,Automatic,604799,57977,1,Petrol
845,Mumbai,2017,Hyundai,Elite i20 ,Manual,682099,19673,1,Petrol
846,Mumbai,2017,Jeep,Compass  ,Manual,1393539,24588,1,Diesel
847,Mumbai,2019,MG,HECTOR  ,Automatic,1817799,18570,1,Petrol
848,Mumbai,2016,Maruti,Baleno  ,Manual,540999,40361,1,Petrol
849,Mumbai,2019,Volkswagen,Ameo  ,Manual,570499,7127,1,Petrol
850,Mumbai,2019,Hyundai,VENUE  ,Manual,903399,22716,2,Petrol
851,Mumbai,2014,Honda,CRV  ,Automatic,1060699,103411,1,Petrol
852,Mumbai,2017,Hyundai,Elite i20 ,Manual,569999,63277,1,Petrol
853,Mumbai,2016,Hyundai,Elite i20 ,Manual,548299,76366,1,Petrol
854,Mumbai,2018,Maruti,Ciaz  ,Manual,712999,51725,1,Petrol
855,Mumbai,2016,Maruti,Baleno  ,Manual,578399,76773,1,Petrol
856,Mumbai,2018,Maruti,Dzire  ,Manual,741999,47158,1,Diesel
857,Mumbai,2018,Honda,WR-V  ,Manual,743299,14930,2,Petrol
858,Mumbai,2017,Ford,Figo Aspire ,Manual,465699,141022,1,Diesel
859,Mumbai,2018,Maruti,Dzire  ,Manual,704199,6829,1,Petrol
860,Mumbai,2020,Maruti,S PRESSO ,Automatic,534699,2799,1,Petrol
861,Mumbai,2017,Hyundai,Verna  ,Manual,1120099,53640,1,Diesel
862,Mumbai,2020,Honda,Jazz  ,Automatic,1061999,11909,1,Petrol
863,Mumbai,2016,Hyundai,i20 Active ,Manual,546499,47707,1,Petrol
864,Mumbai,2021,Skoda,Rapid  ,Automatic,1206099,4245,1,Petrol
865,Mumbai,2018,Skoda,Octavia  ,Automatic,1759499,26809,1,Petrol
866,Mumbai,2017,Maruti,Baleno  ,Manual,619499,29794,1,Petrol
867,Mumbai,2016,Maruti,Baleno  ,Manual,586699,47421,1,Petrol
868,Mumbai,2017,Honda,WR-V  ,Manual,744399,7006,1,Petrol
869,Mumbai,2017,Maruti,Vitara Brezza ,Manual,755699,78266,1,Diesel
870,Mumbai,2017,Maruti,Wagon R 1.0,Automatic,446799,47072,1,Petrol
871,Mumbai,2019,Honda,Amaze  ,Automatic,814099,13164,1,Petrol
872,Mumbai,2019,Maruti,S PRESSO ,Manual,427299,61555,1,Petrol
873,Mumbai,2017,Honda,WR-V  ,Manual,744399,46201,1,Petrol
874,Mumbai,2019,MG,HECTOR  ,Automatic,1614999,7231,2,Petrol
875,Mumbai,2019,Maruti,Baleno  ,Manual,788099,10356,1,Petrol
876,Mumbai,2017,Ford,Ecosport  ,Manual,726999,30575,1,Diesel
877,Mumbai,2016,Hyundai,Grand i10 ,Automatic,510599,71122,1,Petrol
878,Mumbai,2018,Honda,WR-V  ,Manual,767599,25660,1,Petrol
879,Mumbai,2018,Honda,City  ,Automatic,1051799,33613,1,Petrol
880,Mumbai,2021,Maruti,Alto  ,Manual,449699,3401,1,Petrol
881,Mumbai,2018,Maruti,Ciaz  ,Manual,909499,56836,1,Diesel
882,Mumbai,2018,Ford,Figo Aspire ,Manual,567399,48494,1,Diesel
883,Mumbai,2018,Honda,City  ,Automatic,1130299,10411,1,Petrol
884,Mumbai,2016,Nissan,Terrano  ,Manual,623599,134109,1,Diesel
885,Mumbai,2017,Maruti,Baleno  ,Manual,646699,40567,1,Petrol
886,Mumbai,2018,Hyundai,Creta  ,Automatic,1330299,42659,2,Diesel
887,Mumbai,2019,Maruti,Baleno  ,Manual,802299,8782,1,Petrol
888,Mumbai,2019,Hyundai,VENUE  ,Manual,959199,26191,2,Petrol
889,Mumbai,2017,Maruti,S Cross ,Manual,763199,58498,1,Diesel
890,Mumbai,2018,Tata,NEXON  ,Manual,826099,38171,1,Petrol
891,Mumbai,2019,Maruti,S Cross ,Manual,1079999,24639,1,Diesel
892,Mumbai,2017,Maruti,S Cross ,Manual,739299,86627,1,Diesel
893,Mumbai,2020,KIA,SELTOS  ,Automatic,1682799,13868,1,Petrol
894,Mumbai,2018,Hyundai,Verna  ,Automatic,1112599,47186,1,Petrol
895,Mumbai,2017,Maruti,IGNIS  ,Manual,495799,21057,1,Petrol
896,Mumbai,2017,Ford,Ecosport  ,Automatic,766499,30212,1,Petrol
897,Mumbai,2018,Jeep,Compass  ,Automatic,1457899,25897,2,Petrol
898,Mumbai,2017,Maruti,IGNIS  ,Manual,453099,40312,1,Petrol
899,Mumbai,2020,KIA,SELTOS  ,Automatic,1892957,12331,1,Petrol
900,Mumbai,2017,Maruti,Vitara Brezza ,Manual,788499,114807,1,Diesel
901,Mumbai,2018,Hyundai,Verna  ,Automatic,1072799,23043,1,Petrol
902,Mumbai,2018,Honda,WR-V  ,Manual,786599,42503,1,Petrol
903,Mumbai,2019,Maruti,Ertiga  ,Automatic,1050799,18762,2,Petrol
904,Mumbai,2012,Maruti,Swift Dzire ,Manual,441299,50487,1,Diesel
905,Mumbai,2014,Maruti,Swift  ,Manual,388599,56830,2,Petrol
906,Mumbai,2012,Maruti,Swift Dzire ,Manual,401499,162410,1,Diesel
907,Mumbai,2013,Maruti,Alto 800 ,Manual,253199,45886,1,Petrol
908,Mumbai,2016,Toyota,Innova Crysta ,Automatic,1486559,74162,1,Diesel
909,Mumbai,2017,Mahindra,Scorpio  ,Manual,1246499,52077,2,Diesel
910,Mumbai,2011,Hyundai,i20  ,Manual,306499,94323,2,Petrol
911,Mumbai,2018,Toyota,Innova Crysta ,Manual,1814599,38559,1,Diesel
912,Mumbai,2016,Maruti,Ertiga  ,Manual,779999,67194,2,Diesel
913,Mumbai,2015,Maruti,Wagon R 1.0,Manual,346099,44433,1,Petrol
914,Mumbai,2016,Maruti,Ertiga  ,Manual,846699,58181,1,Diesel
915,Mumbai,2015,Maruti,Swift  ,Manual,471299,142995,1,Diesel
916,Mumbai,2019,Maruti,Swift  ,Manual,661799,21299,1,Petrol
917,Mumbai,2016,Hyundai,Grand i10 ,Manual,475199,6972,1,Petrol
918,Mumbai,2011,Hyundai,i20  ,Manual,319899,40485,1,Petrol
919,Mumbai,2015,Toyota,Corolla Altis ,Manual,694899,77971,2,Petrol
920,Mumbai,2020,Tata,Tiago  ,Automatic,603499,87351,1,Petrol
921,Mumbai,2020,Renault,TRIBER  ,Automatic,689999,17396,2,Petrol
922,Mumbai,2016,Volkswagen,Polo  ,Manual,479099,62629,1,Petrol
923,Mumbai,2016,Toyota,Innova Crysta ,Automatic,1903099,53914,1,Diesel
924,Mumbai,2015,Maruti,Ritz  ,Manual,323699,51486,2,Petrol
925,Mumbai,2019,Renault,TRIBER  ,Manual,709299,16767,1,Petrol
926,Mumbai,2015,Maruti,Swift  ,Manual,422999,39404,2,Petrol
927,Mumbai,2016,Toyota,Corolla Altis ,Manual,831099,77968,1,Petrol
928,Mumbai,2018,Tata,Tiago  ,Manual,493235,12199,2,Petrol
929,Mumbai,2016,Honda,Brio  ,Manual,367099,59581,1,Petrol
930,Mumbai,2013,Hyundai,Sonata  ,Automatic,590499,61811,3,Petrol
931,Mumbai,2020,Maruti,New Wagon-R ,Manual,652899,11696,1,Petrol
932,Mumbai,2015,Maruti,Wagon R 1.0,Manual,362199,5738,2,Petrol
933,Mumbai,2019,Mahindra,XUV500  ,Manual,1732099,47670,1,Diesel
934,Mumbai,2015,Hyundai,Elite i20 ,Manual,548899,24819,1,Petrol
935,Mumbai,2014,Mercedes,Benz C Class,Automatic,1555399,61251,2,Diesel
937,Mumbai,2018,Maruti,Swift  ,Manual,686499,30280,1,Petrol
939,Mumbai,2021,Hyundai,NEW SANTRO ,Manual,578099,2371,1,Petrol
940,Mumbai,2019,Ford,Ecosport  ,Manual,783599,30786,1,Petrol
941,Mumbai,2014,Honda,Brio  ,Manual,383199,37492,1,Petrol
942,Mumbai,2014,Maruti,Wagon R 1.0,Manual,356199,32401,1,Petrol
943,Mumbai,2015,Honda,City  ,Manual,660799,54831,1,Petrol
944,Mumbai,2014,Maruti,Celerio  ,Automatic,396899,17629,1,Petrol
945,Mumbai,2019,Renault,TRIBER  ,Manual,709399,13577,1,Petrol
946,Mumbai,2015,Maruti,Alto K10 ,Manual,295699,43901,1,Petrol
947,Mumbai,2020,Maruti,Vitara Brezza ,Manual,909599,19798,1,Petrol
948,Mumbai,2013,Honda,Amaze  ,Manual,408099,32058,1,Petrol
949,Mumbai,2013,Honda,Amaze  ,Manual,420399,12742,1,Petrol
950,Mumbai,2016,Hyundai,Elite i20 ,Manual,595059,32735,1,Petrol
951,Mumbai,2019,MG,HECTOR  ,Automatic,1666699,3455,1,Petrol
952,Mumbai,2020,Honda,City  ,Manual,1053299,14609,1,Petrol
953,Mumbai,2018,Hyundai,Grand i10 ,Manual,617699,8472,1,Diesel
954,Mumbai,2018,Hyundai,Elite i20 ,Manual,586699,29445,1,Petrol
955,Mumbai,2021,Maruti,Vitara Brezza ,Manual,999799,2361,1,Petrol
956,Mumbai,2018,Tata,Hexa  ,Manual,1127499,90026,1,Diesel
957,Mumbai,2017,Maruti,Celerio  ,Manual,452599,24459,1,Petrol
958,Mumbai,2015,Hyundai,Elite i20 ,Manual,486099,57231,1,Petrol
959,Mumbai,2017,Hyundai,Grand i10 ,Manual,499699,7430,1,Petrol
960,Mumbai,2016,Honda,Brio  ,Automatic,535399,42877,1,Petrol
961,Mumbai,2018,Hyundai,Grand i10 ,Manual,560082,17350,1,Petrol
962,Mumbai,2015,Hyundai,Eon  ,Manual,322599,33019,1,Petrol
963,Mumbai,2015,Hyundai,Elite i20 ,Manual,564799,23283,1,Petrol
964,Mumbai,2015,Maruti,Ciaz  ,Manual,549617,67695,2,Petrol
965,Mumbai,2016,Hyundai,Elite i20 ,Manual,548699,21655,1,Petrol
966,Mumbai,2016,Maruti,Baleno  ,Automatic,667899,69468,1,Petrol
967,Mumbai,2021,Honda,Jazz  ,Automatic,1009399,4550,1,Petrol
968,Mumbai,2019,Honda,Amaze  ,Manual,657199,13789,1,Petrol
969,Mumbai,2018,Ford,Figo Aspire ,Manual,581099,31896,2,Diesel
970,Mumbai,2019,Maruti,Alto K10 ,Manual,387199,15223,1,Petrol
971,Mumbai,2013,Hyundai,Grand i10 ,Manual,396899,34270,1,Petrol
972,Mumbai,2021,Maruti,S PRESSO ,Manual,527999,698,1,Petrol
973,Mumbai,2016,Maruti,Ciaz  ,Manual,623499,73308,1,Diesel
974,Mumbai,2014,Hyundai,i20  ,Manual,506799,47834,1,Petrol
975,Mumbai,2016,Hyundai,Grand i10 ,Manual,463799,18210,1,Petrol
976,Mumbai,2019,Honda,Amaze  ,Manual,657199,28915,1,Petrol
977,Mumbai,2017,Ford,Ecosport  ,Manual,727999,62466,1,Diesel
978,Mumbai,2017,Datsun,Redi Go ,Manual,294099,27207,1,Petrol
979,Mumbai,2013,Hyundai,i10  ,Automatic,366199,47815,1,Petrol
980,Mumbai,2018,Mahindra,XUV500  ,Automatic,1590699,61096,1,Diesel
981,Mumbai,2019,Maruti,Dzire  ,Automatic,686599,12949,2,Petrol
982,Mumbai,2016,Maruti,Vitara Brezza ,Manual,811499,37091,1,Diesel
983,Mumbai,2020,Tata,Harrier  ,Manual,2134699,13596,1,Diesel
984,Mumbai,2017,Hyundai,Elite i20 ,Manual,609999,29433,2,Petrol
985,Mumbai,2019,Hyundai,Creta  ,Automatic,1432699,17464,1,Petrol
986,Mumbai,2019,Hyundai,Verna  ,Automatic,1297799,35135,1,Diesel
987,Mumbai,2015,Hyundai,Grand i10 ,Manual,438499,14861,1,Petrol
988,Mumbai,2016,Hyundai,Creta  ,Automatic,1006999,29349,1,Petrol
989,Mumbai,2019,Volkswagen,Vento  ,Automatic,962999,37905,1,Petrol
990,Mumbai,2018,Maruti,Dzire  ,Manual,669899,30420,1,Petrol
991,Mumbai,2018,Renault,Kwid  ,Automatic,453399,7228,1,Petrol
992,Mumbai,2018,Hyundai,Eon  ,Manual,362299,36057,1,Petrol
994,Mumbai,2017,Maruti,Dzire  ,Manual,673999,49684,1,Diesel
995,Mumbai,2021,Volkswagen,Vento  ,Manual,1479999,8548,1,Petrol
996,Mumbai,2016,Honda,Jazz  ,Automatic,593599,66112,1,Petrol
997,Mumbai,2017,Maruti,Baleno  ,Manual,574501,28006,1,Petrol
998,Mumbai,2017,Maruti,Dzire  ,Manual,654899,28971,1,Petrol
999,Mumbai,2016,Hyundai,Grand i10 ,Manual,512099,24517,1,Petrol
1000,Mumbai,2018,Maruti,Dzire  ,Automatic,811799,23504,1,Diesel
1001,Mumbai,2018,Maruti,Baleno  ,Automatic,678699,13825,2,Petrol
1002,Mumbai,2019,Maruti,Baleno  ,Manual,758999,498,1,Petrol
1003,Mumbai,2017,Hyundai,Elite i20 ,Manual,597593,31169,2,Petrol
1004,Mumbai,2019,Maruti,Vitara Brezza ,Manual,838699,49323,1,Diesel
1005,Mumbai,2017,Maruti,Ciaz  ,Manual,691599,62783,1,Petrol
1006,Mumbai,2018,Maruti,Dzire  ,Automatic,740499,24068,1,Diesel
1007,Mumbai,2018,Maruti,Dzire  ,Manual,701899,53823,1,Petrol
1008,Mumbai,2019,Honda,City  ,Automatic,1024499,40797,2,Petrol
1009,Mumbai,2015,Maruti,Wagon R 1.0,Manual,379099,38491,1,Petrol
1010,Mumbai,2018,Tata,TIGOR  ,Automatic,527899,51703,1,Petrol
1011,Mumbai,2017,Maruti,Dzire  ,Manual,512699,53754,2,Petrol
1012,Mumbai,2017,Volkswagen,Vento  ,Automatic,761044,45176,1,Petrol
1013,Mumbai,2018,Maruti,Dzire  ,Manual,704199,36463,1,Petrol
1014,Mumbai,2016,Hyundai,Elite i20 ,Manual,548699,61279,1,Petrol
1015,Mumbai,2017,Maruti,Dzire  ,Manual,676013,24887,1,Petrol
1016,Mumbai,2014,Hyundai,Grand i10 ,Manual,395299,68292,1,Petrol
1017,Mumbai,2017,Maruti,Baleno  ,Manual,574499,25369,1,Petrol
1018,Mumbai,2017,Hyundai,Grand i10 ,Manual,480899,13771,1,Petrol
1019,Mumbai,2017,Hyundai,Elite i20 ,Manual,659799,22331,1,Petrol
1020,Mumbai,2016,Volkswagen,Ameo  ,Manual,501799,51558,1,Petrol
1021,Mumbai,2017,Maruti,Dzire  ,Automatic,621699,20264,1,Petrol
1022,Mumbai,2017,Hyundai,Elite i20 ,Manual,655099,38537,1,Petrol
1023,Mumbai,2017,Maruti,Baleno  ,Manual,632499,50910,1,Diesel
1024,Mumbai,2018,Maruti,Dzire  ,Manual,648299,19703,2,Petrol
1025,Mumbai,2019,MG,HECTOR  ,Manual,1692699,42021,1,Diesel
1026,Mumbai,2017,Jeep,Compass  ,Manual,1299349,29159,1,Diesel
1027,Mumbai,2018,Maruti,Dzire  ,Manual,704199,28567,1,Petrol
1028,Mumbai,2019,Hyundai,Grand i10 ,Manual,556099,26161,1,Petrol
1029,Mumbai,2019,MG,HECTOR  ,Manual,1606211,19802,1,Petrol
1030,Mumbai,2017,Jeep,Compass  ,Manual,1306099,26404,2,Diesel
1031,Mumbai,2019,Hyundai,Elite i20 ,Automatic,844999,25349,1,Petrol
1032,Mumbai,2020,Maruti,S PRESSO ,Manual,481999,2676,1,Petrol
1033,Mumbai,2017,Hyundai,Elite i20 ,Manual,591899,51545,1,Petrol
1034,Mumbai,2017,Maruti,Baleno  ,Manual,561699,81903,1,Petrol
1035,Mumbai,2017,Jeep,Compass  ,Manual,1251899,68172,1,Diesel
1036,Mumbai,2016,Hyundai,Grand i10 ,Manual,523899,40669,1,Petrol
1037,Mumbai,2019,Ford,Ecosport  ,Manual,875099,17655,1,Petrol
1038,Mumbai,2018,Maruti,Ciaz  ,Manual,726199,42488,2,Petrol
1039,Mumbai,2017,Honda,Jazz  ,Automatic,630299,57606,1,Petrol
1040,Mumbai,2017,Jeep,Compass  ,Manual,1253899,50485,1,Diesel
1041,Mumbai,2019,Tata,NEXON  ,Automatic,944999,14768,1,Petrol
1042,Mumbai,2019,Maruti,Baleno  ,Manual,714999,31471,1,Petrol
1043,Mumbai,2016,Skoda,Superb  ,Automatic,1958799,46514,1,Diesel
1045,Mumbai,2017,Maruti,Baleno  ,Manual,635499,18632,1,Petrol
1046,Mumbai,2018,Tata,NEXON  ,Manual,740199,37918,2,Petrol
1047,Mumbai,2018,Hyundai,Creta  ,Automatic,1210199,33823,2,Petrol
1048,Mumbai,2021,Hyundai,VENUE  ,Automatic,1333899,3028,1,Petrol
1049,Mumbai,2018,Maruti,Alto 800 ,Manual,323199,41470,1,Petrol
1050,Mumbai,2016,Maruti,Vitara Brezza ,Manual,734599,66275,1,Diesel
1052,Mumbai,2015,Hyundai,Elite i20 ,Manual,559699,51788,1,Petrol
1053,Mumbai,2019,Hyundai,VENUE  ,Manual,1035499,7846,1,Petrol
1054,Mumbai,2017,Honda,WR-V  ,Manual,770499,14909,1,Petrol
1055,Mumbai,2017,Maruti,Baleno  ,Manual,611899,40618,1,Petrol
1056,Mumbai,2021,Maruti,Alto  ,Manual,439689,9706,1,Petrol
1057,Mumbai,2019,Maruti,Baleno  ,Manual,720399,42287,1,Petrol
1058,Mumbai,2021,Hyundai,VENUE  ,Manual,1080399,25426,1,Petrol
1059,Mumbai,2019,Maruti,Vitara Brezza ,Manual,904599,74105,1,Diesel
1060,Mumbai,2018,Hyundai,NEW SANTRO ,Manual,448099,9395,2,Petrol
1061,Mumbai,2019,Hyundai,VENUE  ,Manual,929399,96000,1,Diesel
1062,Mumbai,2018,Maruti,Baleno  ,Manual,632399,37219,1,Petrol
1063,Mumbai,2018,Maruti,Baleno  ,Manual,622399,42213,1,Petrol
1064,Mumbai,2017,Honda,City  ,Automatic,861599,69376,1,Petrol
1065,Mumbai,2018,Ford,Ecosport  ,Manual,826899,17181,1,Petrol
1066,Mumbai,2017,Honda,City  ,Manual,892099,27432,1,Petrol
1067,Mumbai,2019,Maruti,Baleno  ,Manual,754799,9633,1,Petrol
1068,Mumbai,2015,Maruti,Baleno  ,Manual,542799,61347,1,Petrol
1069,Mumbai,2018,Maruti,Ciaz  ,Manual,853249,15002,1,Petrol
1070,Mumbai,2019,Maruti,IGNIS  ,Manual,589331,8375,1,Petrol
1071,Mumbai,2017,Maruti,Vitara Brezza ,Manual,860299,75388,1,Diesel
1072,Mumbai,2017,Maruti,Baleno  ,Automatic,657899,31739,1,Petrol
1073,Mumbai,2017,Maruti,S Cross ,Manual,751599,43945,1,Diesel
1074,Mumbai,2018,Hyundai,Creta  ,Manual,1152799,69182,1,Petrol
1075,Mumbai,2018,Hyundai,Creta  ,Automatic,1230099,57613,1,Petrol
1076,Mumbai,2017,Ford,Ecosport  ,Automatic,716099,41579,1,Petrol
1077,Mumbai,2018,Maruti,Baleno  ,Manual,752991,47492,1,Diesel
1078,Mumbai,2020,MG,HECTOR  ,Automatic,1810499,39123,1,Petrol
1079,Mumbai,2020,MG,HECTOR  ,Automatic,1747175,58143,1,Petrol
1080,Mumbai,2017,Honda,City  ,Automatic,876899,49517,1,Petrol
1082,Mumbai,2018,Honda,WR-V  ,Manual,811999,57875,1,Petrol
1083,Mumbai,2019,Maruti,IGNIS  ,Automatic,651299,25444,1,Petrol
1084,Mumbai,2017,Maruti,IGNIS  ,Manual,467799,8225,1,Petrol
1087,Mumbai,2019,Jeep,Compass  ,Automatic,2025399,25453,1,Petrol
1088,Mumbai,2017,Maruti,IGNIS  ,Manual,499699,28680,1,Petrol
1089,Mumbai,2015,Maruti,S Cross ,Manual,564599,121185,1,Diesel
1090,Mumbai,2018,Ford,Ecosport  ,Manual,810799,40270,1,Diesel
1091,Mumbai,2020,KIA,SELTOS  ,Automatic,1892599,6434,1,Petrol
1092,Mumbai,2021,MG,HECTOR  ,Automatic,2011599,8077,1,Petrol
1093,Mumbai,2018,Hyundai,Tucson New ,Automatic,2162199,11114,1,Diesel
1094,Mumbai,2018,Hyundai,Verna  ,Automatic,1116299,29261,1,Petrol
1095,Mumbai,2018,Toyota,YARIS  ,Manual,722299,29324,1,Petrol
1096,Mumbai,2013,Maruti,Wagon R 1.0,Manual,296099,21902,1,Petrol
1097,Mumbai,2017,Maruti,Alto 800 ,Manual,291099,20824,1,Petrol
1098,Mumbai,2014,Hyundai,i20  ,Manual,393149,40860,3,Petrol
1099,Mumbai,2014,Ford,Ecosport  ,Manual,479499,25976,1,Petrol
1100,Mumbai,2017,Maruti,Ertiga  ,Manual,869499,26214,2,Diesel
1101,Mumbai,2016,Hyundai,Creta  ,Manual,793099,23212,2,Petrol
1102,Mumbai,2020,Maruti,S PRESSO ,Manual,541299,16517,1,Petrol + CNG
1103,New_Delhi,2014,Mercedes,Benz C Class,Automatic,2133299,36806,1,Petrol
1104,New_Delhi,2013,Mercedes,Benz E Class,Automatic,1455599,42881,2,Diesel
1105,New_Delhi,2021,Renault,Kwid  ,Automatic,533299,3689,1,Petrol
1106,New_Delhi,2021,Renault,Kwid  ,Manual,500199,6962,1,Petrol
1107,New_Delhi,2017,Jeep,Compass  ,Manual,1318099,55376,1,Diesel
1108,New_Delhi,2016,Honda,Jazz  ,Manual,476799,30237,2,Petrol
1109,New_Delhi,2016,Maruti,Wagon R 1.0,Automatic,433799,21261,1,Petrol
1110,New_Delhi,2020,Maruti,Baleno  ,Automatic,738299,16815,1,Petrol
1111,New_Delhi,2020,Honda,City  ,Automatic,1456371,9928,1,Petrol
1112,New_Delhi,2016,Ford,Ecosport  ,Manual,649099,46533,2,Petrol
1113,New_Delhi,2018,Honda,Amaze  ,Automatic,706199,29226,1,Petrol
1114,New_Delhi,2018,Hyundai,Elite i20 ,Manual,669299,30545,1,Diesel
1115,New_Delhi,2012,Maruti,Swift  ,Manual,383499,95779,1,Petrol
1116,New_Delhi,2018,Hyundai,Elite i20 ,Manual,562119,44805,1,Petrol
1117,New_Delhi,2017,Renault,Kwid  ,Manual,326599,52904,1,Petrol
1118,New_Delhi,2013,Hyundai,i20  ,Manual,354299,78468,1,Diesel
1119,New_Delhi,2018,Ford,Ecosport  ,Manual,795499,28648,1,Petrol
1120,New_Delhi,2020,Honda,City  ,Automatic,1262499,31686,1,Petrol
1121,New_Delhi,2020,Maruti,Baleno  ,Manual,694199,21463,1,Petrol
1122,New_Delhi,2014,Toyota,Fortuner  ,Manual,1211899,175407,1,Diesel
1123,New_Delhi,2018,Ford,Ecosport  ,Manual,858399,32303,1,Diesel
1124,New_Delhi,2014,Audi,Q3  ,Manual,1136799,93819,1,Diesel
1125,New_Delhi,2019,Maruti,Alto K10 ,Manual,410899,13274,1,Petrol
1126,New_Delhi,2016,Maruti,Vitara Brezza ,Manual,712399,36642,1,Diesel
1127,New_Delhi,2020,Maruti,S PRESSO ,Manual,456099,11396,1,Petrol
1128,New_Delhi,2015,Audi,A6  ,Automatic,1995599,77157,2,Diesel
1129,New_Delhi,2015,Audi,A6  ,Automatic,1901999,39292,2,Diesel
1130,New_Delhi,2017,Hyundai,Elite i20 ,Manual,634899,85704,1,Diesel
1131,New_Delhi,2014,Hyundai,Elite i20 ,Manual,459599,72470,1,Diesel
1132,New_Delhi,2017,Ford,Ecosport  ,Manual,643199,78596,1,Diesel
1133,New_Delhi,2013,Maruti,Swift  ,Manual,333399,103732,2,Diesel
1134,New_Delhi,2015,Toyota,Fortuner  ,Automatic,1577799,90086,2,Diesel
1135,New_Delhi,2018,Honda,Jazz  ,Manual,601299,23733,2,Petrol
1136,New_Delhi,2019,Hyundai,Grand i10 ,Manual,511199,16327,1,Petrol
1137,New_Delhi,2020,Maruti,Baleno  ,Manual,558599,35669,1,Petrol
1138,New_Delhi,2014,Hyundai,i10  ,Manual,340499,32525,1,Petrol
1139,New_Delhi,2020,Mahindra,XUV500  ,Automatic,1741699,19362,1,Diesel
1140,New_Delhi,2021,Maruti,Alto  ,Manual,422999,2303,1,Petrol
1141,New_Delhi,2017,Hyundai,Elite i20 ,Manual,610399,35255,1,Petrol
1142,New_Delhi,2015,Honda,Brio  ,Automatic,458999,25981,2,Petrol
1143,New_Delhi,2020,Mahindra,Scorpio  ,Manual,1573999,25596,1,Diesel
1144,New_Delhi,2019,MG,HECTOR  ,Automatic,1693899,25758,1,Petrol
1145,New_Delhi,2014,Maruti,Swift  ,Manual,401299,61754,2,Petrol
1146,New_Delhi,2021,Maruti,Vitara Brezza ,Manual,931299,7702,1,Petrol
1147,New_Delhi,2017,Hyundai,Elite i20 ,Manual,645799,11042,2,Petrol
1148,New_Delhi,2018,Hyundai,Creta  ,Manual,824999,65694,1,Diesel
