City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type
Mumbai,2017,Honda,Honda City  ,Automatic,914799,55625,2,Petrol
Mumbai,2020,KIA,KIA SELTOS  ,Automatic,1814999,35041,1,Petrol
Mumbai,2018,Ford,Ford Ecosport  ,Automatic,781299,48102,1,Petrol
Mumbai,2018,Hyundai,Hyundai Verna  ,Automatic,1112999,40429,1,Petrol
Mumbai,2018,Honda,Honda WR-V  ,Manual,787299,50303,2,Diesel
Mumbai,2018,Hyundai,Hyundai Verna  ,Automatic,1015099,16957,2,Petrol
Mumbai,2018,Hyundai,Hyundai Verna  ,Automatic,1073399,24359,2,Petrol
Mumbai,2019,Maruti,Maruti Ertiga  ,Automatic,1104999,27724,1,Petrol
Mumbai,2019,Renault,Renault TRIBER  ,Manual,659699,5248,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,610099,5305,1,Petrol
Mumbai,2016,Maruti,Maruti Swift Dzire ,Manual,608199,76913,1,Diesel
Mumbai,2015,Maruti,Maruti Celerio  ,Automatic,403899,44439,1,Petrol
Mumbai,2015,Toyota,Toyota Innova  ,Manual,921999,128958,1,Diesel
Mumbai,2014,Hyundai,Hyundai Elite i20 ,Manual,469799,99247,1,Petrol
Mumbai,2020,Hyundai,Hyundai Creta  ,Automatic,1780399,38423,1,Diesel
Mumbai,2013,Maruti,Maruti Swift Dzire ,Manual,443099,161934,1,Diesel
Mumbai,2019,Honda,Honda Amaze  ,Manual,657199,4603,1,Petrol
Mumbai,2020,Renault,Renault TRIBER  ,Automatic,661199,19677,1,Petrol
Mumbai,2021,Renault,Renault TRIBER  ,Manual,721799,4772,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,403999,23846,3,Petrol
Mumbai,2014,Maruti,Maruti Swift Dzire ,Manual,447599,40877,1,Petrol
Mumbai,2021,Tata,Tata Tiago  ,Manual,694699,2897,1,Petrol
Mumbai,2017,Tata,Tata NEXON  ,Manual,768199,19863,1,Petrol
Mumbai,2013,Maruti,Maruti Alto 800 ,Manual,256499,40509,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,558399,16381,1,Petrol
Mumbai,2016,Volkswagen,Volkswagen Vento  ,Manual,610499,20393,1,Petrol
Mumbai,2017,Renault,Renault Kwid  ,Manual,366399,9512,1,Petrol
Mumbai,2014,Volkswagen,Volkswagen Vento  ,Manual,429999,68983,3,Petrol
Mumbai,2020,Hyundai,Hyundai Creta  ,Manual,1286799,11301,1,Petrol
Mumbai,2019,KIA,KIA SELTOS  ,Manual,1601199,5914,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,436199,40124,1,Petrol
Mumbai,2018,Hyundai,Hyundai Grand i10 ,Manual,507299,22796,1,Petrol
Mumbai,2017,Maruti,Maruti Wagon R 1.0,Manual,393999,11435,3,Petrol
Mumbai,2014,Maruti,Maruti Swift  ,Manual,411099,58873,2,Petrol
Mumbai,2019,Renault,Renault Kwid  ,Automatic,460099,7765,1,Petrol
Mumbai,2014,Hyundai,Hyundai Grand i10 ,Manual,417699,26735,1,Petrol
Mumbai,2014,Toyota,Toyota Corolla Altis ,Manual,693699,55578,1,Petrol
Mumbai,2014,Hyundai,Hyundai Grand i10 ,Manual,433899,26983,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,540499,22549,2,Petrol
Mumbai,2017,Volkswagen,Volkswagen Polo  ,Automatic,672499,40279,2,Petrol
Mumbai,2018,Maruti,Maruti Celerio  ,Manual,477099,18389,1,Petrol
Mumbai,2017,Maruti,Maruti Celerio  ,Manual,452099,36763,1,Petrol
Mumbai,2018,Maruti,Maruti Celerio  ,Manual,530299,6305,1,Petrol
Mumbai,2019,KIA,KIA SELTOS  ,Manual,1567899,14370,1,Petrol
Mumbai,2016,Volkswagen,Volkswagen Ameo  ,Manual,450699,38046,2,Petrol
Mumbai,2018,Honda,Honda City  ,Manual,763299,15132,2,Petrol
Mumbai,2018,Tata,Tata Tiago  ,Automatic,534199,48987,1,Petrol
Mumbai,2016,Honda,Honda Jazz  ,Manual,508899,53879,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,535999,25082,1,Petrol
Mumbai,2020,Maruti,Maruti Ciaz  ,Manual,903199,14444,1,Petrol
Mumbai,2016,Volkswagen,Volkswagen Vento  ,Automatic,619099,76689,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,449899,26979,1,Petrol
Mumbai,2013,Hyundai,Hyundai Grand i10 ,Manual,392999,29411,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,598599,6954,1,Petrol
Mumbai,2019,Maruti,Maruti Vitara Brezza ,Manual,838699,30236,1,Diesel
Mumbai,2019,Hyundai,Hyundai VENUE  ,Manual,975099,73561,1,Diesel
Mumbai,2016,Maruti,Maruti Wagon R 1.0,Manual,433799,20771,1,Petrol
Mumbai,2019,Tata,Tata Harrier  ,Manual,1450099,55447,2,Diesel
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,559399,10022,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Manual,617899,21407,1,Petrol
Mumbai,2020,Maruti,Maruti S PRESSO ,Manual,562599,29918,1,Petrol + CNG
Mumbai,2018,Ford,Ford Ecosport  ,Manual,765799,28127,1,Diesel
Mumbai,2018,Hyundai,Hyundai Creta  ,Automatic,1353899,21203,1,Petrol
Mumbai,2019,Honda,Honda Amaze  ,Automatic,806399,6341,1,Petrol
Mumbai,2018,Honda,Honda Jazz  ,Manual,690699,26796,1,Petrol
Mumbai,2017,Toyota,Toyota Etios  ,Manual,591399,73896,1,Petrol
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,595699,79569,2,Diesel
Mumbai,2019,MG,MG HECTOR  ,Manual,1717699,12937,1,Diesel
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,567599,9363,1,Petrol
Mumbai,2019,Hyundai,Hyundai Elite i20 ,Manual,758999,34853,1,Petrol
Mumbai,2019,Maruti,Maruti Vitara Brezza ,Manual,904599,27166,2,Diesel
Mumbai,2014,Toyota,Toyota Corolla Altis ,Manual,664499,22434,2,Petrol
Mumbai,2020,Maruti,Maruti Dzire  ,Automatic,773899,17083,1,Petrol
Mumbai,2015,Hyundai,Hyundai Creta  ,Manual,851999,60227,1,Petrol
Mumbai,2019,Maruti,Maruti Alto K10 ,Manual,390299,9370,1,Petrol
Mumbai,2019,Hyundai,Hyundai Elite i20 ,Manual,761099,422,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Manual,731699,20082,1,Diesel
Mumbai,2016,Hyundai,Hyundai Elite i20 ,Manual,570399,67248,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Manual,699499,38393,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Automatic,658399,67154,1,Diesel
Mumbai,2019,Hyundai,Hyundai Elite i20 ,Automatic,885199,16358,1,Petrol
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,499099,63961,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,581499,28197,1,Petrol
Mumbai,2020,Hyundai,Hyundai VENUE  ,Manual,1011099,18221,1,Petrol
Mumbai,2021,Maruti,Maruti S PRESSO ,Manual,448499,3654,1,Petrol
Mumbai,2020,Hyundai,Hyundai NEW SANTRO ,Automatic,642618,12875,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,624099,45380,1,Diesel
Mumbai,2019,Honda,Honda Amaze  ,Automatic,777699,24978,2,Diesel
Mumbai,2020,Maruti,Maruti Dzire  ,Manual,753099,8384,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,650599,71772,1,Petrol
Mumbai,2019,Maruti,Maruti Vitara Brezza ,Manual,862699,57702,1,Diesel
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,680199,41034,1,Petrol
Mumbai,2018,Maruti,Maruti Baleno  ,Manual,600599,26382,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,528899,83600,1,Petrol
Mumbai,2018,Maruti,Maruti Ciaz  ,Manual,735099,44452,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,561999,69421,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Automatic,604799,57977,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,682099,19673,1,Petrol
Mumbai,2017,Jeep,Jeep Compass  ,Manual,1393539,24588,1,Diesel
Mumbai,2019,MG,MG HECTOR  ,Automatic,1817799,18570,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,540999,40361,1,Petrol
Mumbai,2019,Volkswagen,Volkswagen Ameo  ,Manual,570499,7127,1,Petrol
Mumbai,2019,Hyundai,Hyundai VENUE  ,Manual,903399,22716,2,Petrol
Mumbai,2014,Honda,Honda CRV  ,Automatic,1060699,103411,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,569999,63277,1,Petrol
Mumbai,2016,Hyundai,Hyundai Elite i20 ,Manual,548299,76366,1,Petrol
Mumbai,2018,Maruti,Maruti Ciaz  ,Manual,712999,51725,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,578399,76773,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,741999,47158,1,Diesel
Mumbai,2018,Honda,Honda WR-V  ,Manual,743299,14930,2,Petrol
Mumbai,2017,Ford,Ford Figo Aspire ,Manual,465699,141022,1,Diesel
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,704199,6829,1,Petrol
Mumbai,2020,Maruti,Maruti S PRESSO ,Automatic,534699,2799,1,Petrol
Mumbai,2017,Hyundai,Hyundai Verna  ,Manual,1120099,53640,1,Diesel
Mumbai,2020,Honda,Honda Jazz  ,Automatic,1061999,11909,1,Petrol
Mumbai,2016,Hyundai,Hyundai i20 Active ,Manual,546499,47707,1,Petrol
Mumbai,2021,Skoda,Skoda Rapid  ,Automatic,1206099,4245,1,Petrol
Mumbai,2018,Skoda,Skoda Octavia  ,Automatic,1759499,26809,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,619499,29794,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Manual,586699,47421,1,Petrol
Mumbai,2017,Honda,Honda WR-V  ,Manual,744399,7006,1,Petrol
Mumbai,2017,Maruti,Maruti Vitara Brezza ,Manual,755699,78266,1,Diesel
Mumbai,2017,Maruti,Maruti Wagon R 1.0,Automatic,446799,47072,1,Petrol
Mumbai,2019,Honda,Honda Amaze  ,Automatic,814099,13164,1,Petrol
Mumbai,2019,Maruti,Maruti S PRESSO ,Manual,427299,61555,1,Petrol
Mumbai,2017,Honda,Honda WR-V  ,Manual,744399,46201,1,Petrol
Mumbai,2019,MG,MG HECTOR  ,Automatic,1614999,7231,2,Petrol
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,788099,10356,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Manual,726999,30575,1,Diesel
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Automatic,510599,71122,1,Petrol
Mumbai,2018,Honda,Honda WR-V  ,Manual,767599,25660,1,Petrol
Mumbai,2018,Honda,Honda City  ,Automatic,1051799,33613,1,Petrol
Mumbai,2021,Maruti,Maruti Alto  ,Manual,449699,3401,1,Petrol
Mumbai,2018,Maruti,Maruti Ciaz  ,Manual,909499,56836,1,Diesel
Mumbai,2018,Ford,Ford Figo Aspire ,Manual,567399,48494,1,Diesel
Mumbai,2018,Honda,Honda City  ,Automatic,1130299,10411,1,Petrol
Mumbai,2016,Nissan,Nissan Terrano  ,Manual,623599,134109,1,Diesel
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,646699,40567,1,Petrol
Mumbai,2018,Hyundai,Hyundai Creta  ,Automatic,1330299,42659,2,Diesel
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,802299,8782,1,Petrol
Mumbai,2019,Hyundai,Hyundai VENUE  ,Manual,959199,26191,2,Petrol
Mumbai,2017,Maruti,Maruti S Cross ,Manual,763199,58498,1,Diesel
Mumbai,2018,Tata,Tata NEXON  ,Manual,826099,38171,1,Petrol
Mumbai,2019,Maruti,Maruti S Cross ,Manual,1079999,24639,1,Diesel
Mumbai,2017,Maruti,Maruti S Cross ,Manual,739299,86627,1,Diesel
Mumbai,2020,KIA,KIA SELTOS  ,Automatic,1682799,13868,1,Petrol
Mumbai,2018,Hyundai,Hyundai Verna  ,Automatic,1112599,47186,1,Petrol
Mumbai,2017,Maruti,Maruti IGNIS  ,Manual,495799,21057,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Automatic,766499,30212,1,Petrol
Mumbai,2018,Jeep,Jeep Compass  ,Automatic,1457899,25897,2,Petrol
Mumbai,2017,Maruti,Maruti IGNIS  ,Manual,453099,40312,1,Petrol
Mumbai,2020,KIA,KIA SELTOS  ,Automatic,1892957,12331,1,Petrol
Mumbai,2017,Maruti,Maruti Vitara Brezza ,Manual,788499,114807,1,Diesel
Mumbai,2018,Hyundai,Hyundai Verna  ,Automatic,1072799,23043,1,Petrol
Mumbai,2018,Honda,Honda WR-V  ,Manual,786599,42503,1,Petrol
Mumbai,2019,Maruti,Maruti Ertiga  ,Automatic,1050799,18762,2,Petrol
Mumbai,2012,Maruti,Maruti Swift Dzire ,Manual,441299,50487,1,Diesel
Mumbai,2014,Maruti,Maruti Swift  ,Manual,388599,56830,2,Petrol
Mumbai,2012,Maruti,Maruti Swift Dzire ,Manual,401499,162410,1,Diesel
Mumbai,2013,Maruti,Maruti Alto 800 ,Manual,253199,45886,1,Petrol
Mumbai,2016,Toyota,Toyota Innova Crysta ,Automatic,1486559,74162,1,Diesel
Mumbai,2017,Mahindra,Mahindra Scorpio  ,Manual,1246499,52077,2,Diesel
Mumbai,2011,Hyundai,Hyundai i20  ,Manual,306499,94323,2,Petrol
Mumbai,2018,Toyota,Toyota Innova Crysta ,Manual,1814599,38559,1,Diesel
Mumbai,2016,Maruti,Maruti Ertiga  ,Manual,779999,67194,2,Diesel
Mumbai,2015,Maruti,Maruti Wagon R 1.0,Manual,346099,44433,1,Petrol
Mumbai,2016,Maruti,Maruti Ertiga  ,Manual,846699,58181,1,Diesel
Mumbai,2015,Maruti,Maruti Swift  ,Manual,471299,142995,1,Diesel
Mumbai,2019,Maruti,Maruti Swift  ,Manual,661799,21299,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,475199,6972,1,Petrol
Mumbai,2011,Hyundai,Hyundai i20  ,Manual,319899,40485,1,Petrol
Mumbai,2015,Toyota,Toyota Corolla Altis ,Manual,694899,77971,2,Petrol
Mumbai,2020,Tata,Tata Tiago  ,Automatic,603499,87351,1,Petrol
Mumbai,2020,Renault,Renault TRIBER  ,Automatic,689999,17396,2,Petrol
Mumbai,2016,Volkswagen,Volkswagen Polo  ,Manual,479099,62629,1,Petrol
Mumbai,2016,Toyota,Toyota Innova Crysta ,Automatic,1903099,53914,1,Diesel
Mumbai,2015,Maruti,Maruti Ritz  ,Manual,323699,51486,2,Petrol
Mumbai,2019,Renault,Renault TRIBER  ,Manual,709299,16767,1,Petrol
Mumbai,2015,Maruti,Maruti Swift  ,Manual,422999,39404,2,Petrol
Mumbai,2016,Toyota,Toyota Corolla Altis ,Manual,831099,77968,1,Petrol
Mumbai,2018,Tata,Tata Tiago  ,Manual,493235,12199,2,Petrol
Mumbai,2016,Honda,Honda Brio  ,Manual,367099,59581,1,Petrol
Mumbai,2013,Hyundai,Hyundai Sonata  ,Automatic,590499,61811,3,Petrol
Mumbai,2020,Maruti,Maruti New Wagon-R ,Manual,652899,11696,1,Petrol
Mumbai,2015,Maruti,Maruti Wagon R 1.0,Manual,362199,5738,2,Petrol
Mumbai,2019,Mahindra,Mahindra XUV500  ,Manual,1732099,47670,1,Diesel
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,548899,24819,1,Petrol
Mumbai,2014,Mercedes,Mercedes Benz C Class,Automatic,1555399,61251,2,Diesel
Mumbai,2018,Maruti,Maruti Swift  ,Manual,686499,30280,1,Petrol
Mumbai,2021,Hyundai,Hyundai NEW SANTRO ,Manual,578099,2371,1,Petrol
Mumbai,2019,Ford,Ford Ecosport  ,Manual,783599,30786,1,Petrol
Mumbai,2014,Honda,Honda Brio  ,Manual,383199,37492,1,Petrol
Mumbai,2014,Maruti,Maruti Wagon R 1.0,Manual,356199,32401,1,Petrol
Mumbai,2015,Honda,Honda City  ,Manual,660799,54831,1,Petrol
Mumbai,2014,Maruti,Maruti Celerio  ,Automatic,396899,17629,1,Petrol
Mumbai,2019,Renault,Renault TRIBER  ,Manual,709399,13577,1,Petrol
Mumbai,2015,Maruti,Maruti Alto K10 ,Manual,295699,43901,1,Petrol
Mumbai,2020,Maruti,Maruti Vitara Brezza ,Manual,909599,19798,1,Petrol
Mumbai,2013,Honda,Honda Amaze  ,Manual,408099,32058,1,Petrol
Mumbai,2013,Honda,Honda Amaze  ,Manual,420399,12742,1,Petrol
Mumbai,2016,Hyundai,Hyundai Elite i20 ,Manual,595059,32735,1,Petrol
Mumbai,2019,MG,MG HECTOR  ,Automatic,1666699,3455,1,Petrol
Mumbai,2020,Honda,Honda City  ,Manual,1053299,14609,1,Petrol
Mumbai,2018,Hyundai,Hyundai Grand i10 ,Manual,617699,8472,1,Diesel
Mumbai,2018,Hyundai,Hyundai Elite i20 ,Manual,586699,29445,1,Petrol
Mumbai,2021,Maruti,Maruti Vitara Brezza ,Manual,999799,2361,1,Petrol
Mumbai,2018,Tata,Tata Hexa  ,Manual,1127499,90026,1,Diesel
Mumbai,2017,Maruti,Maruti Celerio  ,Manual,452599,24459,1,Petrol
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,486099,57231,1,Petrol
Mumbai,2017,Hyundai,Hyundai Grand i10 ,Manual,499699,7430,1,Petrol
Mumbai,2016,Honda,Honda Brio  ,Automatic,535399,42877,1,Petrol
Mumbai,2018,Hyundai,Hyundai Grand i10 ,Manual,560082,17350,1,Petrol
Mumbai,2015,Hyundai,Hyundai Eon  ,Manual,322599,33019,1,Petrol
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,564799,23283,1,Petrol
Mumbai,2015,Maruti,Maruti Ciaz  ,Manual,549617,67695,2,Petrol
Mumbai,2016,Hyundai,Hyundai Elite i20 ,Manual,548699,21655,1,Petrol
Mumbai,2016,Maruti,Maruti Baleno  ,Automatic,667899,69468,1,Petrol
Mumbai,2021,Honda,Honda Jazz  ,Automatic,1009399,4550,1,Petrol
Mumbai,2019,Honda,Honda Amaze  ,Manual,657199,13789,1,Petrol
Mumbai,2018,Ford,Ford Figo Aspire ,Manual,581099,31896,2,Diesel
Mumbai,2019,Maruti,Maruti Alto K10 ,Manual,387199,15223,1,Petrol
Mumbai,2013,Hyundai,Hyundai Grand i10 ,Manual,396899,34270,1,Petrol
Mumbai,2021,Maruti,Maruti S PRESSO ,Manual,527999,698,1,Petrol
Mumbai,2016,Maruti,Maruti Ciaz  ,Manual,623499,73308,1,Diesel
Mumbai,2014,Hyundai,Hyundai i20  ,Manual,506799,47834,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,463799,18210,1,Petrol
Mumbai,2019,Honda,Honda Amaze  ,Manual,657199,28915,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Manual,727999,62466,1,Diesel
Mumbai,2017,Datsun,Datsun Redi Go ,Manual,294099,27207,1,Petrol
Mumbai,2013,Hyundai,Hyundai i10  ,Automatic,366199,47815,1,Petrol
Mumbai,2018,Mahindra,Mahindra XUV500  ,Automatic,1590699,61096,1,Diesel
Mumbai,2019,Maruti,Maruti Dzire  ,Automatic,686599,12949,2,Petrol
Mumbai,2016,Maruti,Maruti Vitara Brezza ,Manual,811499,37091,1,Diesel
Mumbai,2020,Tata,Tata Harrier  ,Manual,2134699,13596,1,Diesel
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,609999,29433,2,Petrol
Mumbai,2019,Hyundai,Hyundai Creta  ,Automatic,1432699,17464,1,Petrol
Mumbai,2019,Hyundai,Hyundai Verna  ,Automatic,1297799,35135,1,Diesel
Mumbai,2015,Hyundai,Hyundai Grand i10 ,Manual,438499,14861,1,Petrol
Mumbai,2016,Hyundai,Hyundai Creta  ,Automatic,1006999,29349,1,Petrol
Mumbai,2019,Volkswagen,Volkswagen Vento  ,Automatic,962999,37905,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,669899,30420,1,Petrol
Mumbai,2018,Renault,Renault Kwid  ,Automatic,453399,7228,1,Petrol
Mumbai,2018,Hyundai,Hyundai Eon  ,Manual,362299,36057,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Manual,673999,49684,1,Diesel
Mumbai,2021,Volkswagen,Volkswagen Vento  ,Manual,1479999,8548,1,Petrol
Mumbai,2016,Honda,Honda Jazz  ,Automatic,593599,66112,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,574501,28006,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Manual,654899,28971,1,Petrol
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,512099,24517,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Automatic,811799,23504,1,Diesel
Mumbai,2018,Maruti,Maruti Baleno  ,Automatic,678699,13825,2,Petrol
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,758999,498,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,597593,31169,2,Petrol
Mumbai,2019,Maruti,Maruti Vitara Brezza ,Manual,838699,49323,1,Diesel
Mumbai,2017,Maruti,Maruti Ciaz  ,Manual,691599,62783,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Automatic,740499,24068,1,Diesel
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,701899,53823,1,Petrol
Mumbai,2019,Honda,Honda City  ,Automatic,1024499,40797,2,Petrol
Mumbai,2015,Maruti,Maruti Wagon R 1.0,Manual,379099,38491,1,Petrol
Mumbai,2018,Tata,Tata TIGOR  ,Automatic,527899,51703,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Manual,512699,53754,2,Petrol
Mumbai,2017,Volkswagen,Volkswagen Vento  ,Automatic,761044,45176,1,Petrol
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,704199,36463,1,Petrol
Mumbai,2016,Hyundai,Hyundai Elite i20 ,Manual,548699,61279,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Manual,676013,24887,1,Petrol
Mumbai,2014,Hyundai,Hyundai Grand i10 ,Manual,395299,68292,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,574499,25369,1,Petrol
Mumbai,2017,Hyundai,Hyundai Grand i10 ,Manual,480899,13771,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,659799,22331,1,Petrol
Mumbai,2016,Volkswagen,Volkswagen Ameo  ,Manual,501799,51558,1,Petrol
Mumbai,2017,Maruti,Maruti Dzire  ,Automatic,621699,20264,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,655099,38537,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,632499,50910,1,Diesel
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,648299,19703,2,Petrol
Mumbai,2019,MG,MG HECTOR  ,Manual,1692699,42021,1,Diesel
Mumbai,2017,Jeep,Jeep Compass  ,Manual,1299349,29159,1,Diesel
Mumbai,2018,Maruti,Maruti Dzire  ,Manual,704199,28567,1,Petrol
Mumbai,2019,Hyundai,Hyundai Grand i10 ,Manual,556099,26161,1,Petrol
Mumbai,2019,MG,MG HECTOR  ,Manual,1606211,19802,1,Petrol
Mumbai,2017,Jeep,Jeep Compass  ,Manual,1306099,26404,2,Diesel
Mumbai,2019,Hyundai,Hyundai Elite i20 ,Automatic,844999,25349,1,Petrol
Mumbai,2020,Maruti,Maruti S PRESSO ,Manual,481999,2676,1,Petrol
Mumbai,2017,Hyundai,Hyundai Elite i20 ,Manual,591899,51545,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,561699,81903,1,Petrol
Mumbai,2017,Jeep,Jeep Compass  ,Manual,1251899,68172,1,Diesel
Mumbai,2016,Hyundai,Hyundai Grand i10 ,Manual,523899,40669,1,Petrol
Mumbai,2019,Ford,Ford Ecosport  ,Manual,875099,17655,1,Petrol
Mumbai,2018,Maruti,Maruti Ciaz  ,Manual,726199,42488,2,Petrol
Mumbai,2017,Honda,Honda Jazz  ,Automatic,630299,57606,1,Petrol
Mumbai,2017,Jeep,Jeep Compass  ,Manual,1253899,50485,1,Diesel
Mumbai,2019,Tata,Tata NEXON  ,Automatic,944999,14768,1,Petrol
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,714999,31471,1,Petrol
Mumbai,2016,Skoda,Skoda Superb  ,Automatic,1958799,46514,1,Diesel
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,635499,18632,1,Petrol
Mumbai,2018,Tata,Tata NEXON  ,Manual,740199,37918,2,Petrol
Mumbai,2018,Hyundai,Hyundai Creta  ,Automatic,1210199,33823,2,Petrol
Mumbai,2021,Hyundai,Hyundai VENUE  ,Automatic,1333899,3028,1,Petrol
Mumbai,2018,Maruti,Maruti Alto 800 ,Manual,323199,41470,1,Petrol
Mumbai,2016,Maruti,Maruti Vitara Brezza ,Manual,734599,66275,1,Diesel
Mumbai,2015,Hyundai,Hyundai Elite i20 ,Manual,559699,51788,1,Petrol
Mumbai,2019,Hyundai,Hyundai VENUE  ,Manual,1035499,7846,1,Petrol
Mumbai,2017,Honda,Honda WR-V  ,Manual,770499,14909,1,Petrol
Mumbai,2017,Maruti,Maruti Baleno  ,Manual,611899,40618,1,Petrol
Mumbai,2021,Maruti,Maruti Alto  ,Manual,439689,9706,1,Petrol
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,720399,42287,1,Petrol
Mumbai,2021,Hyundai,Hyundai VENUE  ,Manual,1080399,25426,1,Petrol
Mumbai,2019,Maruti,Maruti Vitara Brezza ,Manual,904599,74105,1,Diesel
Mumbai,2018,Hyundai,Hyundai NEW SANTRO ,Manual,448099,9395,2,Petrol
Mumbai,2019,Hyundai,Hyundai VENUE  ,Manual,929399,96000,1,Diesel
Mumbai,2018,Maruti,Maruti Baleno  ,Manual,632399,37219,1,Petrol
Mumbai,2018,Maruti,Maruti Baleno  ,Manual,622399,42213,1,Petrol
Mumbai,2017,Honda,Honda City  ,Automatic,861599,69376,1,Petrol
Mumbai,2018,Ford,Ford Ecosport  ,Manual,826899,17181,1,Petrol
Mumbai,2017,Honda,Honda City  ,Manual,892099,27432,1,Petrol
Mumbai,2019,Maruti,Maruti Baleno  ,Manual,754799,9633,1,Petrol
Mumbai,2015,Maruti,Maruti Baleno  ,Manual,542799,61347,1,Petrol
Mumbai,2018,Maruti,Maruti Ciaz  ,Manual,853249,15002,1,Petrol
Mumbai,2019,Maruti,Maruti IGNIS  ,Manual,589331,8375,1,Petrol
Mumbai,2017,Maruti,Maruti Vitara Brezza ,Manual,860299,75388,1,Diesel
Mumbai,2017,Maruti,Maruti Baleno  ,Automatic,657899,31739,1,Petrol
Mumbai,2017,Maruti,Maruti S Cross ,Manual,751599,43945,1,Diesel
Mumbai,2018,Hyundai,Hyundai Creta  ,Manual,1152799,69182,1,Petrol
Mumbai,2018,Hyundai,Hyundai Creta  ,Automatic,1230099,57613,1,Petrol
Mumbai,2017,Ford,Ford Ecosport  ,Automatic,716099,41579,1,Petrol
Mumbai,2018,Maruti,Maruti Baleno  ,Manual,752991,47492,1,Diesel
