City,Year,Brand,Car Name,Car model,Car Price,Car km,Owner,Car Type
New_Delhi,2013,Maruti,Maruti Swift  ,Manual,366399,83615,2,Diesel
New_Delhi,2015,Ford,Ford Ecosport  ,Manual,506599,73782,1,Diesel
New_Delhi,2017,Ford,Ford Ecosport  ,Manual,765499,8433,2,Diesel
New_Delhi,2020,MG,MG HECTOR PLUS ,Manual,1837899,2775,1,Petrol
New_Delhi,2018,Renault,Renault Kwid  ,Manual,322499,22505,2,Petrol
New_Delhi,2020,Skoda,Skoda Rapid  ,Manual,783699,11399,1,Petrol
New_Delhi,2011,Maruti,Maruti Alto K10 ,Manual,235499,26475,1,Petrol
New_Delhi,2020,Maruti,Maruti Vitara Brezza ,Automatic,1104299,18191,1,Diesel
New_Delhi,2020,Maruti,Maruti Baleno  ,Manual,698499,7512,1,Petrol
New_Delhi,2014,Maruti,Maruti Swift Dzire ,Manual,417299,33484,2,Petrol
New_Delhi,2019,Maruti,Maruti XL6  ,Manual,1093299,23604,1,Petrol
New_Delhi,2016,Maruti,Maruti Ciaz  ,Manual,569299,98363,1,Petrol
New_Delhi,2015,Maruti,Maruti Swift  ,Manual,390899,46790,1,Diesel
New_Delhi,2015,Audi,Audi Q3  ,Manual,1358299,28309,1,Diesel
New_Delhi,2013,Toyota,Toyota Fortuner  ,Manual,1168899,77604,1,Diesel
New_Delhi,2014,Toyota,Toyota Innova  ,Manual,747299,111191,1,Diesel
New_Delhi,2017,Volkswagen,Volkswagen Polo  ,Manual,424499,33336,3,Petrol
New_Delhi,2011,Hyundai,Hyundai i10  ,Manual,280499,29049,1,Petrol
New_Delhi,2013,Audi,Audi A4  ,Automatic,1171099,29991,1,Diesel
New_Delhi,2014,Honda,Honda City  ,Manual,616699,72559,1,Petrol
New_Delhi,2016,Honda,Honda CRV  ,Automatic,1111099,103602,2,Petrol
New_Delhi,2011,Maruti,Maruti Alto K10 ,Manual,237899,37580,1,Petrol
New_Delhi,2016,Honda,Honda City  ,Manual,730099,14040,1,Petrol
New_Delhi,2016,Hyundai,Hyundai Grand i10 ,Manual,479384,19360,1,Petrol
New_Delhi,2018,Hyundai,Hyundai Verna  ,Automatic,1039099,39931,1,Diesel
New_Delhi,2019,MG,MG HECTOR  ,Manual,1545299,52447,2,Diesel
New_Delhi,2021,Maruti,Maruti Alto  ,Manual,445199,4642,1,Petrol
New_Delhi,2021,Tata,Tata Harrier  ,Manual,2075899,10141,1,Diesel
New_Delhi,2014,Maruti,Maruti Swift  ,Manual,404999,31263,2,Petrol
New_Delhi,2019,Hyundai,Hyundai Tucson New ,Automatic,2165999,38431,1,Petrol
New_Delhi,2018,Maruti,Maruti Baleno  ,Manual,572899,30319,2,Petrol
New_Delhi,2020,Maruti,Maruti Baleno  ,Manual,643799,29252,2,Petrol
New_Delhi,2015,Mercedes,Mercedes Benz CLA Class,Automatic,1652399,50401,2,Diesel
New_Delhi,2016,Maruti,Maruti Baleno  ,Manual,551299,38092,1,Petrol
New_Delhi,2016,Ford,Ford Ecosport  ,Manual,710399,52555,1,Petrol
New_Delhi,2019,Maruti,Maruti Celerio  ,Manual,470699,33669,2,Petrol
New_Delhi,2016,Hyundai,Hyundai Tucson New ,Automatic,1163699,74800,3,Petrol
New_Delhi,2021,Maruti,Maruti S PRESSO ,Manual,492199,13909,1,Petrol
New_Delhi,2019,Ford,Ford Ecosport  ,Manual,1038799,19968,1,Petrol
New_Delhi,2016,Honda,Honda City  ,Manual,674699,49653,1,Diesel
New_Delhi,2018,Maruti,Maruti Alto K10 ,Manual,380299,17923,1,Petrol
New_Delhi,2015,Mahindra,Mahindra Scorpio  ,Manual,1053299,43543,1,Diesel
New_Delhi,2018,Ford,Ford Ecosport  ,Automatic,817599,53881,1,Petrol
New_Delhi,2019,Maruti,Maruti XL6  ,Manual,1046999,38620,1,Petrol
New_Delhi,2015,Hyundai,Hyundai Verna  ,Manual,585299,62800,1,Diesel
New_Delhi,2019,Maruti,Maruti S PRESSO ,Manual,417599,29834,2,Petrol
New_Delhi,2017,Maruti,Maruti Ciaz  ,Manual,651599,68249,1,Diesel
New_Delhi,2018,Maruti,Maruti Vitara Brezza ,Manual,771399,27679,1,Diesel
New_Delhi,2019,Maruti,Maruti Alto K10 ,Manual,387499,38083,1,Petrol
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,683999,50921,2,Diesel
New_Delhi,2018,Ford,Ford Ecosport  ,Manual,718399,57654,3,Diesel
New_Delhi,2018,Ford,Ford Ecosport  ,Manual,731899,46366,2,Diesel
New_Delhi,2020,Maruti,Maruti Alto  ,Manual,474299,38710,1,Petrol + CNG
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,671703,71234,1,Diesel
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,673099,81987,1,Diesel
New_Delhi,2017,Maruti,Maruti Baleno  ,Manual,575099,73846,1,Diesel
New_Delhi,2013,BMW,BMW 5 Series ,Automatic,1505599,82670,2,Diesel
New_Delhi,2017,Ford,Ford Ecosport  ,Manual,595099,113124,1,Diesel
New_Delhi,2015,Mahindra,Mahindra XUV500  ,Manual,783999,116379,2,Diesel
New_Delhi,2015,Hyundai,Hyundai Elite i20 ,Manual,511499,68158,2,Diesel
New_Delhi,2014,Maruti,Maruti Swift  ,Manual,345399,42154,1,Diesel
New_Delhi,2015,Maruti,Maruti Swift  ,Manual,417699,104600,1,Diesel
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,661799,88060,1,Diesel
New_Delhi,2015,Maruti,Maruti Swift  ,Manual,418899,92507,1,Diesel
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,774999,90628,1,Diesel
New_Delhi,2017,Maruti,Maruti S Cross ,Manual,814599,91458,2,Diesel
New_Delhi,2016,Hyundai,Hyundai Eon  ,Manual,275999,19597,1,Petrol
New_Delhi,2021,Mahindra,Mahindra Thar  ,Automatic,1802499,3120,1,Petrol
New_Delhi,2013,Maruti,Maruti Swift  ,Manual,313999,115007,1,Diesel
New_Delhi,2014,Renault,Renault Duster  ,Manual,391399,50839,1,Diesel
New_Delhi,2019,Hyundai,Hyundai Creta  ,Manual,1220099,21929,1,Diesel
New_Delhi,2014,Maruti,Maruti Ciaz  ,Manual,483599,94009,1,Diesel
New_Delhi,2015,Maruti,Maruti Wagon R 1.0,Manual,358999,62113,1,Petrol
New_Delhi,2014,Maruti,Maruti Swift Dzire ,Manual,439499,89100,2,Petrol
New_Delhi,2017,Maruti,Maruti Swift  ,Manual,429299,70490,1,Petrol
New_Delhi,2013,Honda,Honda Amaze  ,Manual,292599,73241,1,Diesel
New_Delhi,2017,Hyundai,Hyundai Grand i10 ,Manual,491399,38202,1,Petrol
New_Delhi,2018,Hyundai,Hyundai Grand i10 ,Manual,474799,30741,1,Petrol
New_Delhi,2016,Skoda,Skoda Octavia  ,Automatic,1148099,95282,1,Diesel
New_Delhi,2015,Hyundai,Hyundai Elite i20 ,Manual,524099,63245,1,Diesel
New_Delhi,2012,Maruti,Maruti Swift  ,Manual,304299,109227,1,Diesel
New_Delhi,2016,Maruti,Maruti S Cross ,Manual,599699,73865,1,Diesel
New_Delhi,2011,Maruti,Maruti Alto K10 ,Manual,221199,23277,1,Petrol
New_Delhi,2020,Renault,Renault Kwid  ,Manual,348299,19767,1,Petrol
New_Delhi,2016,Maruti,Maruti Baleno  ,Manual,492399,87555,1,Petrol
New_Delhi,2014,Toyota,Toyota Innova  ,Manual,671999,119551,2,Diesel
New_Delhi,2019,Maruti,Maruti Baleno  ,Manual,672299,22380,1,Petrol
New_Delhi,2016,Maruti,Maruti Baleno  ,Manual,555799,42263,1,Petrol
New_Delhi,2018,Maruti,Maruti Alto K10 ,Manual,363699,18150,1,Petrol
New_Delhi,2016,Maruti,Maruti Baleno  ,Manual,507499,72644,1,Petrol
New_Delhi,2017,Maruti,Maruti Ciaz  ,Manual,607199,67255,2,Diesel
New_Delhi,2018,Maruti,Maruti Alto K10 ,Manual,382899,23103,1,Petrol
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,708399,59082,1,Diesel
New_Delhi,2018,Ford,Ford Ecosport  ,Manual,760799,79063,1,Diesel
New_Delhi,2013,Ford,Ford Ecosport  ,Manual,442699,76136,1,Diesel
New_Delhi,2013,Ford,Ford Ecosport  ,Manual,424699,81167,2,Diesel
New_Delhi,2014,Maruti,Maruti Swift  ,Manual,389899,64127,2,Diesel
New_Delhi,2017,Maruti,Maruti Vitara Brezza ,Manual,757399,22037,1,Diesel
New_Delhi,2016,Maruti,Maruti Vitara Brezza ,Manual,613399,102161,1,Diesel
New_Delhi,2016,Maruti,Maruti Vitara Brezza ,Manual,685599,90318,1,Diesel
New_Delhi,2016,Hyundai,Hyundai Elite i20 ,Manual,580899,61115,1,Petrol
New_Delhi,2017,Maruti,Maruti Baleno  ,Manual,536499,64101,1,Petrol
Ahmedabad,2020,Maruti,Maruti Ertiga  ,Manual,1039099,21596,2,Petrol
Ahmedabad,2020,Maruti,Maruti New Wagon-R ,Manual,580599,3586,1,Petrol
Ahmedabad,2020,Maruti,Maruti Swift  ,Manual,589699,36866,1,Petrol
Ahmedabad,2014,Maruti,Maruti Wagon R 1.0,Manual,324199,17625,1,Petrol
Ahmedabad,2020,KIA,KIA SELTOS  ,Manual,1196799,20061,1,Petrol
Ahmedabad,2019,Mahindra,Mahindra XUV500  ,Manual,1130799,57552,1,Diesel
Ahmedabad,2018,Maruti,Maruti Alto 800 ,Manual,336699,6531,1,Petrol
Ahmedabad,2020,Volkswagen,Volkswagen Polo  ,Manual,722799,8269,1,Petrol
Ahmedabad,2018,Mahindra,Mahindra XUV500  ,Manual,1086499,47483,2,Diesel
Ahmedabad,2014,Honda,Honda City  ,Automatic,722199,4414,1,Petrol
Ahmedabad,2020,Volkswagen,Volkswagen Polo  ,Automatic,977499,8476,2,Petrol
Ahmedabad,2019,Maruti,Maruti Swift  ,Manual,563799,46384,2,Petrol
Ahmedabad,2018,Maruti,Maruti Alto 800 ,Manual,336699,6118,2,Petrol
Ahmedabad,2018,Renault,Renault Kwid  ,Manual,360699,31436,1,Petrol
Ahmedabad,2018,Volkswagen,Volkswagen Polo  ,Manual,573499,26980,1,Petrol
Ahmedabad,2019,Maruti,Maruti Celerio  ,Manual,457599,58517,1,Petrol
Ahmedabad,2018,Renault,Renault Kwid  ,Manual,381799,16721,1,Petrol
Ahmedabad,2016,Volkswagen,Volkswagen Polo  ,Manual,555599,40074,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai GRAND I10 NIOS,Manual,686399,19817,1,Petrol
Ahmedabad,2021,Renault,Renault Kwid  ,Manual,487699,13258,1,Petrol
Ahmedabad,2021,Maruti,Maruti Baleno  ,Automatic,1014799,3195,1,Petrol
Ahmedabad,2017,Toyota,Toyota Etios Liva ,Manual,478999,58134,1,Diesel
Ahmedabad,2018,Mahindra,Mahindra XUV500  ,Manual,1070099,115157,1,Diesel
Ahmedabad,2018,Maruti,Maruti Celerio  ,Manual,436499,71188,2,Petrol
Ahmedabad,2020,Hyundai,Hyundai NEW I20 ,Automatic,1025899,12542,1,Petrol
Ahmedabad,2017,Hyundai,Hyundai Grand i10 ,Manual,523099,7807,1,Petrol
Ahmedabad,2021,Mahindra,Mahindra Thar  ,Automatic,1614899,3624,1,Petrol
Ahmedabad,2020,Renault,Renault Kwid  ,Manual,457999,24963,1,Petrol
Ahmedabad,2016,Maruti,Maruti Baleno  ,Manual,514199,26962,1,Petrol
Ahmedabad,2020,Maruti,Maruti Alto  ,Manual,383699,2966,1,Petrol
Ahmedabad,2021,Mahindra,Mahindra Thar  ,Automatic,1614899,950,1,Petrol
Ahmedabad,2015,Maruti,Maruti Swift  ,Manual,516399,39435,1,Petrol
Ahmedabad,2017,Maruti,Maruti Eeco  ,Manual,441899,39550,1,Petrol
Ahmedabad,2020,Maruti,Maruti Dzire  ,Manual,718099,19851,1,Petrol
Ahmedabad,2020,Maruti,Maruti S PRESSO ,Manual,484299,8452,2,Petrol
Ahmedabad,2020,Hyundai,Hyundai VENUE  ,Manual,976999,9057,1,Petrol
Ahmedabad,2020,KIA,KIA SELTOS  ,Manual,1339699,52970,1,Diesel
Ahmedabad,2018,Hyundai,Hyundai Grand i10 ,Manual,566099,9785,1,Petrol
Ahmedabad,2021,Maruti,Maruti Swift  ,Manual,656599,8543,2,Petrol
Ahmedabad,2021,MG,MG HECTOR  ,Manual,2129599,8244,1,Diesel
Ahmedabad,2018,Renault,Renault Kwid  ,Manual,381799,20046,2,Petrol
Ahmedabad,2014,Maruti,Maruti Swift  ,Manual,461499,80441,1,Petrol
Ahmedabad,2017,Maruti,Maruti Alto 800 ,Manual,303399,15740,2,Petrol
Ahmedabad,2016,Maruti,Maruti Ciaz  ,Manual,638499,48280,1,Petrol
Ahmedabad,2016,Renault,Renault Kwid  ,Manual,334799,23702,1,Petrol
Ahmedabad,2018,Maruti,Maruti Swift  ,Manual,537899,55655,2,Petrol
Ahmedabad,2017,Hyundai,Hyundai Grand i10 ,Manual,503199,9239,2,Petrol
Ahmedabad,2018,Maruti,Maruti Celerio  ,Manual,468499,38507,1,Petrol
Ahmedabad,2019,Maruti,Maruti Celerio  ,Manual,478199,32030,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Grand i10 ,Manual,490699,41708,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Grand i10 ,Manual,499099,40128,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai NEW SANTRO ,Automatic,589799,3271,1,Petrol
Ahmedabad,2019,Jeep,Jeep Compass  ,Manual,1398099,10488,1,Petrol
Ahmedabad,2018,Maruti,Maruti Swift  ,Automatic,625299,59803,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai NEW SANTRO ,Manual,440699,51364,1,Petrol
Ahmedabad,2019,Maruti,Maruti New Wagon-R ,Manual,556599,20605,1,Petrol
Ahmedabad,2021,Maruti,Maruti Alto  ,Manual,401239,2537,1,Petrol
Ahmedabad,2016,Maruti,Maruti Wagon R 1.0,Manual,428599,14642,1,Petrol
Ahmedabad,2018,Audi,Audi A3  ,Automatic,1968199,40422,2,Diesel
Ahmedabad,2017,Hyundai,Hyundai Grand i10 ,Manual,475999,23584,1,Petrol
Ahmedabad,2018,Maruti,Maruti Celerio  ,Manual,469699,31321,1,Petrol
Ahmedabad,2014,Honda,Honda City  ,Manual,600599,87194,2,Petrol
Ahmedabad,2016,Hyundai,Hyundai Xcent  ,Manual,525499,41986,1,Petrol
Ahmedabad,2020,Toyota,Toyota Glanza  ,Manual,720299,11527,1,Petrol
Ahmedabad,2019,Mahindra,Mahindra XUV500  ,Automatic,1376399,84312,1,Diesel
Ahmedabad,2019,Ford,Ford Ecosport  ,Manual,948599,24186,1,Diesel
Ahmedabad,2016,Honda,Honda Amaze  ,Manual,546099,40054,1,Petrol
Ahmedabad,2015,Hyundai,Hyundai Eon  ,Manual,295399,36850,2,Petrol
Ahmedabad,2015,Maruti,Maruti Baleno  ,Manual,540787,58839,2,Petrol
Ahmedabad,2020,Maruti,Maruti Alto  ,Manual,374599,24968,1,Petrol
Ahmedabad,2020,Maruti,Maruti Alto  ,Manual,365299,11634,1,Petrol
Ahmedabad,2019,Honda,Honda Amaze  ,Manual,633499,37768,1,Petrol
Ahmedabad,2015,Honda,Honda Brio  ,Manual,396899,38732,1,Petrol
Ahmedabad,2015,Hyundai,Hyundai Eon  ,Manual,309699,28670,1,Petrol
Ahmedabad,2020,Maruti,Maruti S PRESSO ,Manual,456899,18681,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Xcent  ,Manual,531299,51703,1,Petrol
Ahmedabad,2018,Maruti,Maruti Baleno  ,Manual,650299,21445,1,Petrol
Ahmedabad,2018,Jeep,Jeep Compass  ,Manual,1313499,37237,1,Diesel
Ahmedabad,2018,Renault,Renault Kwid  ,Manual,381799,17082,1,Petrol
Ahmedabad,2021,Maruti,Maruti Eeco  ,Manual,531399,11155,1,Petrol
Ahmedabad,2016,Honda,Honda Jazz  ,Manual,499099,50085,2,Petrol + CNG
Ahmedabad,2017,Maruti,Maruti Celerio  ,Manual,415199,75006,1,Petrol
Ahmedabad,2021,Hyundai,Hyundai VENUE  ,Manual,836199,7573,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Verna  ,Manual,993199,5788,2,Petrol
Ahmedabad,2017,Honda,Honda Brio  ,Automatic,570199,18829,1,Petrol
Ahmedabad,2019,Renault,Renault Kwid  ,Manual,408799,21268,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Grand i10 ,Manual,584099,14793,1,Petrol
Ahmedabad,2014,Hyundai,Hyundai Elite i20 ,Manual,563299,50419,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Grand i10 ,Manual,489299,54545,1,Petrol
Ahmedabad,2019,Honda,Honda Amaze  ,Automatic,831899,25302,1,Diesel
Ahmedabad,2017,Maruti,Maruti Alto 800 ,Manual,313899,31386,1,Petrol
Ahmedabad,2018,Honda,Honda Jazz  ,Manual,681199,56825,1,Petrol
Ahmedabad,2017,Maruti,Maruti Swift  ,Manual,530899,50714,2,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,518899,62052,2,Petrol
Ahmedabad,2016,Maruti,Maruti Vitara Brezza ,Manual,697299,150355,1,Diesel
Ahmedabad,2018,Maruti,Maruti Vitara Brezza ,Automatic,837599,33373,2,Diesel
Ahmedabad,2018,Maruti,Maruti Celerio X ,Manual,449599,79113,1,Petrol
Ahmedabad,2016,Maruti,Maruti Baleno  ,Manual,518799,90855,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai VENUE  ,Manual,883099,45502,1,Petrol
Ahmedabad,2016,Maruti,Maruti Vitara Brezza ,Manual,795299,77481,1,Diesel
Ahmedabad,2017,Skoda,Skoda Rapid  ,Manual,602899,83867,1,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,555699,115329,1,Diesel
Ahmedabad,2018,Maruti,Maruti Vitara Brezza ,Manual,806899,39033,1,Diesel
Ahmedabad,2021,Maruti,Maruti Baleno  ,Manual,754399,2385,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Elite i20 ,Manual,731499,40636,2,Petrol
Ahmedabad,2019,Hyundai,Hyundai NEW SANTRO ,Manual,516899,15026,1,Petrol
Ahmedabad,2020,Maruti,Maruti Baleno  ,Manual,685899,3627,1,Petrol
Ahmedabad,2020,Maruti,Maruti IGNIS  ,Manual,528999,4933,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Grand i10 ,Manual,441699,73191,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Elite i20 ,Manual,588699,59671,3,Diesel
Ahmedabad,2020,Maruti,Maruti Baleno  ,Manual,722599,3111,1,Petrol
Ahmedabad,2020,Renault,Renault Kwid  ,Manual,487199,19935,1,Petrol
Ahmedabad,2020,Honda,Honda Civic  ,Manual,1710199,29552,1,Diesel
Ahmedabad,2019,Ford,Ford Ecosport  ,Manual,875499,29821,1,Diesel
Ahmedabad,2018,Maruti,Maruti Baleno  ,Manual,577999,33217,1,Petrol
Ahmedabad,2021,Maruti,Maruti S PRESSO ,Automatic,494199,3151,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Creta  ,Automatic,1369899,9553,2,Petrol
Ahmedabad,2016,Honda,Honda City  ,Manual,672599,87049,1,Petrol
Ahmedabad,2015,Volkswagen,Volkswagen Vento  ,Manual,550199,59933,2,Petrol
Ahmedabad,2020,Maruti,Maruti Baleno  ,Manual,780505,14551,1,Petrol
Ahmedabad,2021,Maruti,Maruti Baleno  ,Manual,754399,7138,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Grand i10 ,Manual,485299,30916,1,Petrol
Ahmedabad,2015,Honda,Honda Brio  ,Manual,352399,75970,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai NEW SANTRO ,Manual,525599,6234,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Grand i10 ,Manual,441699,70427,1,Petrol
Ahmedabad,2021,Maruti,Maruti Alto  ,Manual,553099,19549,1,Petrol + CNG
Ahmedabad,2017,Hyundai,Hyundai Xcent  ,Manual,551299,43319,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Creta  ,Manual,1226599,72123,1,Diesel
Ahmedabad,2016,Maruti,Maruti Wagon R 1.0,Manual,418099,22698,1,Petrol
Ahmedabad,2014,Hyundai,Hyundai i10  ,Manual,350699,37680,1,Petrol
Ahmedabad,2019,Jeep,Jeep Compass  ,Manual,1425399,60946,1,Diesel
Ahmedabad,2021,Maruti,Maruti S PRESSO ,Manual,441299,6027,1,Petrol
Ahmedabad,2019,Maruti,Maruti New Wagon-R ,Manual,561099,41419,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Grand i10 ,Manual,541699,28022,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Grand i10 ,Manual,584099,19521,1,Petrol
Ahmedabad,2020,Volkswagen,Volkswagen Polo  ,Automatic,879699,40145,1,Petrol
Ahmedabad,2020,MG,MG HECTOR  ,Automatic,1776099,10501,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai VENUE  ,Manual,1048999,14064,2,Petrol
Ahmedabad,2019,Hyundai,Hyundai Creta  ,Automatic,1278099,31889,1,Petrol
Ahmedabad,2014,Hyundai,Hyundai i20  ,Manual,414299,48665,3,Petrol
Ahmedabad,2017,Hyundai,Hyundai Grand i10 ,Manual,475999,49314,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai Creta  ,Manual,1459129,14847,1,Petrol
Ahmedabad,2018,Maruti,Maruti Vitara Brezza ,Manual,721699,52735,1,Diesel
Ahmedabad,2020,Maruti,Maruti S PRESSO ,Manual,433099,39768,1,Petrol
Ahmedabad,2017,Datsun,Datsun Redi Go ,Manual,297799,14257,1,Petrol
Ahmedabad,2017,Hyundai,Hyundai Eon  ,Manual,343999,15300,1,Petrol
Ahmedabad,2020,Maruti,Maruti Dzire  ,Manual,715299,13099,1,Petrol
Ahmedabad,2020,Hyundai,Hyundai Creta  ,Manual,1483599,65365,1,Diesel
Ahmedabad,2020,Maruti,Maruti Baleno  ,Manual,762899,9204,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,648999,45720,1,Petrol
Ahmedabad,2016,Maruti,Maruti Alto 800 ,Manual,293199,38157,1,Petrol
Ahmedabad,2016,Maruti,Maruti Wagon R 1.0,Manual,400399,31312,1,Petrol
Ahmedabad,2021,Maruti,Maruti Alto  ,Manual,420299,9783,1,Petrol
Ahmedabad,2016,Maruti,Maruti Baleno  ,Manual,557999,56814,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,660899,39361,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,668099,15248,1,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,587099,56796,2,Diesel
Ahmedabad,2017,Maruti,Maruti Wagon R 1.0,Manual,410699,72477,1,Petrol
Ahmedabad,2017,Hyundai,Hyundai Grand i10 ,Manual,475999,25708,1,Petrol
Ahmedabad,2016,Maruti,Maruti Baleno  ,Manual,547599,65499,2,Petrol
Ahmedabad,2015,Honda,Honda City  ,Automatic,669699,61219,3,Petrol
Ahmedabad,2020,MG,MG HECTOR  ,Automatic,1676199,8717,1,Petrol
Ahmedabad,2021,Hyundai,Hyundai VENUE  ,Manual,836199,29669,1,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,627299,9193,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Grand i10 ,Manual,479199,43952,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Grand i10 ,Manual,512299,34725,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Verna  ,Automatic,1088199,40336,2,Diesel
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,683499,18618,1,Petrol
Ahmedabad,2018,Hyundai,Hyundai Eon  ,Manual,361999,16809,1,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,572299,48585,2,Petrol
Ahmedabad,2019,KIA,KIA SELTOS  ,Automatic,1352399,58603,1,Petrol
Ahmedabad,2020,Maruti,Maruti Dzire  ,Manual,680999,32623,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,709799,20761,1,Petrol
Ahmedabad,2021,Maruti,Maruti Baleno  ,Manual,689699,22651,1,Petrol
Ahmedabad,2018,Maruti,Maruti Alto 800 ,Manual,298899,64171,1,Petrol
Ahmedabad,2016,Maruti,Maruti Baleno  ,Manual,551999,46019,2,Petrol
Ahmedabad,2017,Maruti,Maruti Wagon R 1.0,Manual,466299,16248,2,Petrol
Ahmedabad,2019,Maruti,Maruti S PRESSO ,Manual,419599,5848,1,Petrol
Ahmedabad,2019,Maruti,Maruti Baleno  ,Manual,612799,66749,1,Petrol
Ahmedabad,2020,Maruti,Maruti S PRESSO ,Manual,452599,10024,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,650799,58978,1,Petrol
Ahmedabad,2019,KIA,KIA SELTOS  ,Manual,1107499,36999,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai Elite i20 ,Manual,573299,61714,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,711499,20691,1,Petrol
Ahmedabad,2018,Maruti,Maruti Wagon R 1.0,Manual,418899,80865,1,Petrol
Ahmedabad,2019,Maruti,Maruti Celerio X ,Manual,513799,14071,1,Petrol
Ahmedabad,2018,Honda,Honda City  ,Manual,824899,76040,2,Petrol
Ahmedabad,2020,Hyundai,Hyundai GRAND I10 NIOS,Manual,627975,19124,1,Petrol
Ahmedabad,2019,Ford,Ford Ecosport  ,Manual,829799,77774,1,Diesel
Ahmedabad,2017,Maruti,Maruti Alto 800 ,Manual,298299,46398,1,Petrol
Ahmedabad,2017,Maruti,Maruti Wagon R 1.0,Manual,418299,27932,1,Petrol
Ahmedabad,2016,Hyundai,Hyundai i20 Active ,Manual,569499,54562,2,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,556499,76932,1,Petrol
Ahmedabad,2019,Hyundai,Hyundai Verna  ,Manual,874199,34014,2,Petrol
Ahmedabad,2020,Maruti,Maruti S PRESSO ,Manual,381599,23128,2,Petrol
Ahmedabad,2019,Hyundai,Hyundai VENUE  ,Manual,1002299,14833,2,Petrol
Ahmedabad,2019,Hyundai,Hyundai NEW SANTRO ,Automatic,506699,26810,2,Petrol
Ahmedabad,2018,Maruti,Maruti IGNIS  ,Manual,481599,48213,1,Petrol
Ahmedabad,2016,Maruti,Maruti Wagon R 1.0,Manual,392899,54537,1,Petrol
Ahmedabad,2019,MG,MG HECTOR  ,Manual,1629899,55484,2,Diesel
Ahmedabad,2018,Honda,Honda City  ,Automatic,868099,95439,1,Petrol
Ahmedabad,2018,Maruti,Maruti Alto 800 ,Manual,300299,43426,1,Petrol
Ahmedabad,2017,Ford,Ford Ecosport  ,Manual,730799,59878,2,Diesel
Ahmedabad,2020,Maruti,Maruti Baleno  ,Manual,725799,64886,1,Petrol
Ahmedabad,2017,Maruti,Maruti Wagon R 1.0,Manual,427299,38391,1,Petrol
Ahmedabad,2018,Maruti,Maruti Wagon R 1.0,Manual,464999,8413,1,Petrol
Ahmedabad,2020,MG,MG HECTOR  ,Automatic,1739399,23140,1,Petrol
Ahmedabad,2016,Maruti,Maruti S Cross ,Manual,563099,82230,2,Diesel
Ahmedabad,2019,KIA,KIA SELTOS  ,Manual,1107499,19762,1,Petrol
Ahmedabad,2019,KIA,KIA SELTOS  ,Automatic,1404899,60974,1,Petrol
Ahmedabad,2019,Maruti,Maruti Dzire  ,Manual,701551,8696,1,Petrol
Ahmedabad,2017,Maruti,Maruti Baleno  ,Manual,627299,29746,1,Petrol
